,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.73,1.0,0.69,0.25,0.25,0.38,1.0,0.24,0.9,0.32,0.33
gbif-providertoolkit.csv,0.65,0.0,1.0,0.33,1.0,0.2,0.83,1.0,0.5,0.29,0.16
geochat.csv,0.72,0.21,0.65,0.36,0.2,0.13,0.71,0.26,1.0,0.29,1.0
heekscad.csv,1.0,0.26,0.67,0.38,0.26,0.24,0.93,0.4,1.0,0.31,0.29
igarden.csv,0.84,0.18,0.65,1.0,0.31,0.13,0.84,0.26,0.94,0.24,0.29
jstock.csv,1.0,1.0,0.75,1.0,0.5,0.5,0.86,1.0,0.83,0.23,0.24
levent.csv,0.86,0.09,0.74,0.47,0.29,0.23,1.0,0.33,0.72,0.27,0.26
piccolo2d.csv,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4
pnotepad.csv,0.69,0.16,0.49,0.29,0.2,0.21,0.72,0.23,1.0,0.29,0.29
trinitycore.csv,0.79,0.11,0.5,0.34,0.09,0.13,0.75,0.1,0.88,0.96,0.19
xcsoar.csv,0.83,0.29,1.0,0.37,0.18,0.24,0.76,0.28,0.95,0.31,0.33
