,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.41,1.0,0.53,0.22,0.33,0.47,0.31,0.29,0.31,0.27,0.3
gbif-providertoolkit.csv,0.4,0.0,0.04,0.06,1.0,0.17,0.33,0.14,0.08,0.16,0.16
geochat.csv,0.61,0.27,0.57,0.4,0.33,0.23,0.8,0.33,0.48,0.33,1.0
heekscad.csv,0.97,0.37,0.65,0.52,0.32,0.39,0.41,0.43,0.63,0.39,0.33
igarden.csv,0.6,0.24,0.52,0.97,0.33,0.19,0.47,0.33,0.52,0.3,0.34
jstock.csv,0.12,0.4,0.19,0.06,0.36,0.13,0.38,1.0,0.19,0.13,0.22
levent.csv,0.55,0.11,0.43,0.52,0.41,0.35,1.0,0.41,0.39,0.31,0.28
piccolo2d.csv,0.0,0.0,0.04,0.0,0.0,0.96,0.08,0.0,0.0,0.04,0.11
pnotepad.csv,0.79,0.27,0.64,0.43,0.32,0.34,0.69,0.33,0.99,0.42,0.43
trinitycore.csv,0.43,0.17,0.3,0.36,0.13,0.2,0.11,0.14,0.46,0.96,0.23
xcsoar.csv,0.69,0.36,0.98,0.39,0.26,0.38,0.46,0.32,0.56,0.41,0.36
