,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.33,1.0,0.48,0.22,0.53,0.65,0.22,0.41,0.23,0.28,0.31
gbif-providertoolkit.csv,0.33,0.0,0.02,0.04,1.0,0.18,0.24,0.1,0.05,0.13,0.2
geochat.csv,0.55,0.42,0.54,0.48,0.49,0.5,0.56,0.48,0.36,0.44,1.0
heekscad.csv,0.96,0.64,0.64,0.69,0.47,0.81,0.32,0.5,0.52,0.56,0.44
igarden.csv,0.52,0.42,0.48,0.95,0.41,0.41,0.38,0.48,0.4,0.41,0.44
jstock.csv,0.07,0.29,0.13,0.04,0.34,0.1,0.28,1.0,0.12,0.11,0.24
levent.csv,0.45,0.14,0.35,0.6,0.69,0.68,1.0,0.56,0.3,0.42,0.34
piccolo2d.csv,0.0,0.0,0.02,0.0,0.0,0.93,0.05,0.0,0.0,0.02,0.09
pnotepad.csv,0.66,0.63,0.59,0.46,0.61,0.76,0.6,0.55,0.98,0.64,0.67
trinitycore.csv,0.35,0.4,0.25,0.43,0.3,0.47,0.07,0.25,0.35,0.97,0.33
xcsoar.csv,0.61,0.54,0.97,0.46,0.5,0.83,0.37,0.42,0.45,0.58,0.44
