,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.05,0.07,0.04,0.14,0.12,0.0,0.11,0.0,0.08,1.0,0.15,0.22,0.21,0.23,0.12
calcubetimer.csv,1.0,1.0,1.0,0.68,0.98,1.0,1.0,0.0,0.85,1.0,0.92,0.7,0.95,0.77,1.0
chaosrts.csv,0.81,0.89,0.99,0.68,0.72,0.9,1.0,0.5,0.77,1.0,0.57,0.56,0.0,0.74,0.98
emono.csv,0.52,0.67,0.05,0.32,0.64,0.95,0.33,0.0,0.92,0.0,0.38,0.56,0.79,0.58,0.02
freelords.csv,0.52,0.22,0.16,0.0,0.66,0.0,0.56,0.25,0.15,1.0,0.53,0.59,0.63,0.48,0.55
jmonkeyengine.csv,0.1,0.22,0.89,0.11,0.0,0.09,0.33,0.0,0.15,0.0,0.08,0.04,0.16,0.16,0.07
jython.csv,0.57,0.59,0.0,0.71,0.4,0.29,0.44,0.75,0.38,1.0,0.78,0.81,0.84,0.71,0.36
mclient-mume.csv,0.19,0.0,0.0,0.21,0.08,0.0,0.33,0.0,0.38,0.0,0.25,0.37,0.42,0.32,0.19
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primefaces.csv,0.33,0.85,0.93,0.43,0.5,0.69,0.78,0.75,0.69,0.0,0.58,0.0,0.26,0.68,0.93
st-filteredstatistics.csv,0.76,0.74,1.0,0.36,0.62,0.49,0.89,0.5,0.0,1.0,0.6,0.52,0.63,0.77,0.64
toped.csv,0.43,0.33,0.14,0.11,0.34,0.44,0.0,0.5,0.38,0.0,0.17,0.26,0.42,0.71,0.69
triplea.csv,0.0,0.22,0.95,0.64,0.6,0.68,0.67,0.5,0.23,1.0,0.4,0.22,0.32,0.58,0.57
web-cat.csv,0.29,0.26,0.02,0.57,0.4,0.0,0.44,0.25,0.31,1.0,0.62,0.33,0.37,0.0,0.36
