,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.25,0.13,0.36,0.13,0.22,0.97,0.29,0.27,0.46,0.29,0.0,0.2,0.32,0.37,0.05
calcubetimer.csv,0.97,1.0,1.0,0.81,0.89,1.0,1.0,1.0,0.92,1.0,1.0,0.7,0.99,0.84,1.0
chaosrts.csv,0.88,0.93,1.0,0.82,0.83,1.0,0.94,0.66,0.9,0.94,0.33,0.75,0.96,0.84,0.96
emono.csv,0.5,0.47,0.59,0.32,0.67,0.84,0.27,0.54,0.72,0.4,0.0,0.55,0.54,0.47,0.96
freelords.csv,0.47,0.7,0.32,0.96,0.5,0.0,0.55,0.25,0.33,0.71,1.0,0.48,0.77,0.68,0.46
jmonkeyengine.csv,0.06,0.07,0.5,0.13,0.94,0.35,0.2,0.12,0.21,0.14,0.0,0.02,0.17,0.16,0.06
jython.csv,0.5,0.4,1.0,0.59,0.67,0.27,0.57,0.68,0.31,0.73,0.67,0.55,0.63,0.63,0.54
mclient-mume.csv,0.16,0.93,0.18,0.41,0.0,0.0,0.45,0.16,0.44,0.48,0.67,0.3,0.32,0.26,0.35
papertoolkit.csv,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.05,0.0
primefaces.csv,0.34,0.47,0.45,0.54,0.61,0.51,0.65,0.32,0.36,0.81,1.0,0.98,0.54,0.89,0.7
st-filteredstatistics.csv,0.75,0.7,0.91,0.62,0.72,0.65,0.92,0.61,1.0,0.62,0.67,0.32,0.75,0.74,0.6
toped.csv,0.34,0.77,0.73,0.15,0.67,0.59,1.0,0.36,0.46,0.72,0.33,0.3,0.33,0.79,0.89
triplea.csv,0.97,0.43,0.77,0.58,0.72,0.65,0.78,0.62,0.56,0.56,0.67,0.3,0.4,0.58,0.54
web-cat.csv,0.31,0.53,0.18,0.23,0.44,0.03,0.53,0.21,0.31,0.79,0.33,0.3,0.26,1.0,0.4
