,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.24,0.31,0.11,0.0,0.13,0.09,0.43,0.0
bibedt.csv,0.07,0.44,0.48,0.24,0.75,0.38,0.3,0.54
customwars.csv,0.48,0.52,0.39,0.44,0.29,0.12,0.36,0.81
impala.csv,0.1,0.31,0.3,0.54,0.03,0.25,0.26,0.12
massiv.csv,0.0,0.0,0.03,0.0,0.05,0.0,0.05,0.08
playerstage.csv,0.27,0.35,0.27,0.2,0.63,0.31,0.5,0.46
quarkplusplus.csv,0.54,0.31,0.35,0.46,0.51,0.31,0.62,0.62
xinity.csv,0.54,0.71,0.58,0.51,0.16,0.84,0.55,0.46
