,f1,g,recall,precision,pf,wins
arcallians.csv,0.575,0.655,0.76,0.65,0.375,11
autat.csv,0.41500000000000004,0.435,0.4,0.75,0.195,7
biopax.csv,0.575,0.11,0.995,0.41500000000000004,0.975,2
exl.csv,0.45999999999999996,0.5249999999999999,0.5900000000000001,0.485,0.45,5
fceugc.csv,0.44,0.53,0.53,0.47,0.47,4
fido.csv,0.015,0.005,0.005,0.03,0.0,0
gretl.csv,0.535,0.625,0.75,0.5,0.615,6
jasperreports.csv,0.48,0.275,0.655,0.4,0.755,1
jmule.csv,0.675,0.695,0.83,0.595,0.42,13
moast.csv,0.33,0.255,0.605,0.38,0.44,3
ng4j.csv,0.595,0.615,0.585,0.7050000000000001,0.21500000000000002,12
olap-navigator.csv,0.605,0.62,0.665,0.5349999999999999,0.32999999999999996,8
passwordsafe.csv,0.575,0.585,0.715,0.605,0.34,9
phonon-vlc-mplayer.csv,0.61,0.7,0.69,0.7250000000000001,0.27,15
sepgsql.csv,0.625,0.68,0.695,0.7050000000000001,0.255,14
unflobtactical.csv,0.5700000000000001,0.665,0.725,0.5700000000000001,0.36,10
