,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.82,0.28,0.64,0.77,0.79,0.48,0.76,0.31,0.15,0.09,0.51,0.95,0.87,0.85,0.48,0.36
autat.csv,0.32,0.11,0.53,0.16,0.52,0.4,0.75,0.49,0.2,0.05,0.43,0.3,0.54,0.84,0.5,0.08
biopax.csv,0.85,0.09,0.42,0.68,0.9,0.53,0.75,0.32,0.1,0.07,0.53,0.94,0.9,0.88,0.4,0.62
exl.csv,0.77,0.12,0.12,0.25,0.59,0.51,0.4,0.32,0.13,0.08,0.51,0.96,0.59,0.85,0.44,0.48
fceugc.csv,0.72,0.15,0.33,0.57,0.34,0.61,0.59,0.33,0.04,0.05,0.48,0.92,0.71,0.63,0.34,0.4
fido.csv,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.4,0.07,0.0,0.43,0.0,0.16,0.51
gretl.csv,0.77,0.12,0.48,0.63,0.79,0.37,0.68,0.33,0.17,0.05,0.55,0.98,0.83,0.89,0.43,0.52
jasperreports.csv,0.74,0.17,0.3,0.67,0.75,0.34,0.57,0.32,0.45,0.09,0.51,0.94,0.28,0.63,0.28,0.62
jmule.csv,0.91,0.1,0.68,0.71,0.78,0.47,0.67,0.32,0.24,0.1,0.57,0.96,0.72,0.89,0.59,0.86
moast.csv,0.33,0.09,0.33,0.69,0.91,0.0,0.73,0.21,0.11,0.07,0.27,0.98,0.7,0.33,0.4,0.37
ng4j.csv,0.58,0.12,0.61,0.61,0.7,0.48,0.69,0.19,0.22,0.21,0.47,0.96,0.74,0.83,0.65,0.28
olap-navigator.csv,0.88,0.15,0.64,0.67,0.64,0.45,0.67,0.33,0.32,0.06,0.53,0.95,0.57,0.71,0.48,0.65
passwordsafe.csv,0.57,0.1,0.69,0.59,0.58,0.46,0.74,0.32,0.09,0.12,0.66,0.95,0.81,0.88,0.56,0.0
phonon-vlc-mplayer.csv,0.65,0.1,0.72,0.71,0.79,0.46,0.73,0.2,0.22,0.14,0.65,0.96,0.57,0.84,0.57,0.47
sepgsql.csv,0.72,0.2,0.63,0.75,0.66,0.48,0.8,0.39,0.23,0.08,0.62,0.97,0.67,0.89,0.49,0.15
unflobtactical.csv,0.82,0.22,0.69,0.7,0.53,0.46,0.76,0.29,0.08,0.06,0.61,0.95,0.82,0.8,0.46,0.14
