,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.51,0.98,0.67,0.57,0.44,0.52,0.39,0.39,0.49,0.37,0.79,0.4,0.44,0.43,0.59,0.89
autat.csv,0.92,0.65,0.97,0.8,0.48,0.79,0.41,0.59,0.44,0.4,0.95,0.58,0.62,0.43,0.88,0.0
biopax.csv,0.43,0.42,0.46,0.49,0.42,0.35,0.38,0.35,0.46,0.32,0.43,0.38,0.53,0.44,0.39,0.32
exl.csv,0.49,0.42,0.59,0.91,0.45,0.33,0.55,0.38,0.72,0.4,0.42,0.39,0.73,0.41,0.7,0.56
fceugc.csv,0.6,0.7,0.71,0.59,0.69,0.56,0.42,0.45,0.63,0.45,0.45,0.41,0.69,0.5,0.64,0.62
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.94,0.67,0.0,0.76,0.0,0.8,0.68
gretl.csv,0.46,0.44,0.55,0.43,0.44,0.44,0.38,0.46,0.48,0.45,0.57,0.41,0.47,0.45,0.55,0.5
jasperreports.csv,0.48,0.54,0.5,0.49,0.47,0.49,0.45,0.35,0.7,0.94,0.43,0.38,0.78,0.54,0.53,0.3
jmule.csv,0.55,0.48,0.77,0.55,0.44,0.57,0.41,0.45,0.45,0.37,0.52,0.4,0.54,0.45,0.61,0.48
moast.csv,0.78,0.42,0.99,0.48,0.44,0.0,0.38,0.71,0.59,0.32,0.97,0.44,0.54,0.92,0.37,0.63
ng4j.csv,0.64,0.79,0.62,0.52,0.39,0.92,0.42,0.8,0.45,0.56,0.7,0.4,0.6,0.38,0.62,0.8
olap-navigator.csv,0.61,0.49,0.84,0.5,0.47,0.74,0.39,0.5,0.62,0.47,0.47,0.39,0.73,0.45,0.55,0.32
passwordsafe.csv,0.81,0.44,0.77,0.56,0.51,0.5,0.42,0.36,0.49,0.61,0.61,0.4,0.57,0.46,0.8,0.0
phonon-vlc-mplayer.csv,0.55,0.46,0.85,0.54,0.43,0.78,0.39,0.56,0.54,0.43,0.56,0.41,0.68,0.42,0.67,0.8
sepgsql.csv,0.64,0.55,0.76,0.55,0.43,0.64,0.4,0.36,0.53,0.42,0.64,0.4,0.57,0.43,0.68,0.5
unflobtactical.csv,0.61,0.7,0.77,0.53,0.48,0.59,0.36,0.44,0.52,0.37,0.51,0.39,0.58,0.46,0.51,0.8
