,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.6,0.26,0.86,0.64,0.59,0.54,0.4,0.44
ibatisdb.csv,0.44,0.0,0.22,0.37,0.41,0.09,0.81,0.32
log4net.csv,0.21,0.27,0.18,0.98,0.43,0.15,0.17,0.32
ofbiz.csv,0.55,0.67,0.39,0.56,0.54,0.72,0.34,0.34
opensim4opencog.csv,0.53,0.45,0.57,0.75,0.55,0.67,0.31,0.46
openwbem.csv,0.6,0.2,0.36,0.35,0.26,0.34,0.49,0.37
power-architect.csv,0.05,0.0,0.41,0.3,0.17,0.48,0.69,0.81
x-ray-mule.csv,0.12,0.82,0.51,0.32,0.26,0.54,0.04,0.33
