,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.66,0.92,0.17,0.56,0.73,0.72,0.82,0.86
ibatisdb.csv,0.67,1.0,0.83,0.7,0.76,0.93,0.29,0.94
log4net.csv,0.83,0.79,0.86,0.11,0.69,0.88,0.89,0.81
ofbiz.csv,0.76,0.66,0.81,0.74,0.76,0.46,0.84,0.81
opensim4opencog.csv,0.57,0.8,0.65,0.62,0.54,0.57,0.82,0.85
openwbem.csv,0.49,0.97,0.7,0.85,0.8,0.77,0.83,0.73
power-architect.csv,0.99,1.0,0.88,1.03,0.96,0.7,0.66,0.25
x-ray-mule.csv,0.91,0.26,0.82,0.98,0.8,0.79,1.07,0.89
