,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.4,0.1,0.3,0.1,0.46,0.14,0.99,0.26,0.33,0.34,0.56
bscwweasel.csv,0.0,0.09,0.6,1.0,0.5,0.2,0.67,0.47,0.38,0.71,0.83
capcode.csv,1.0,0.08,0.24,0.18,0.0,0.92,0.7,0.47,0.19,0.3,0.86
lamp.csv,1.0,1.0,0.5,0.43,0.78,0.29,1.0,0.25,0.62,0.62,0.83
nodal.csv,0.67,0.19,0.42,0.15,0.48,0.07,0.75,0.3,1.0,0.47,0.88
pydev.csv,0.28,0.25,0.4,0.2,0.33,0.15,0.67,0.34,0.23,1.0,0.66
retromenu.csv,1.0,0.18,0.5,0.38,1.0,0.17,0.92,0.47,0.62,0.71,1.0
smbopensoft.csv,0.98,0.11,0.26,0.25,0.42,0.13,0.74,0.17,0.26,0.4,0.73
stuproa-cims.csv,0.49,0.12,0.22,0.13,0.33,0.14,0.73,1.0,0.26,0.36,0.74
thout.csv,0.83,0.06,1.0,0.09,0.43,0.15,0.76,0.23,0.28,0.45,0.68
uface.csv,0.49,0.1,0.22,0.2,0.3,0.18,0.73,0.23,0.25,0.24,0.99
