,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.54,0.69,0.19,0.49,0.32,0.26
jruby.csv,0.44,0.32,0.7,0.19,0.29,0.65
pdfedit.csv,0.28,0.46,0.57,0.76,0.43,0.46
rectracker.csv,0.5,0.59,0.83,0.55,0.61,0.0
wxlua.csv,0.28,0.49,0.52,0.54,0.72,0.16
x4x.csv,0.76,0.62,0.38,0.49,0.54,0.0
