,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.3,0.67,0.43,0.21,0.0,0.56,0.61,0.67,0.48,0.45,0.39,0.61,0.63,0.56,0.7
autowikibrowser.csv,0.36,0.63,0.43,0.21,0.48,0.55,0.69,0.58,0.38,0.4,0.34,0.65,0.7,0.55,0.76
blue-c.csv,0.19,0.56,0.55,0.19,0.0,0.53,0.68,0.86,0.26,0.37,0.34,0.56,0.55,0.44,0.64
dynalloy.csv,0.14,0.59,0.72,0.15,0.0,0.47,0.69,0.59,0.24,0.28,0.34,0.57,0.52,0.36,0.67
hydrogen.csv,0.25,0.63,0.53,0.19,0.41,0.53,0.65,0.71,0.57,0.38,0.0,0.57,0.62,0.35,0.69
jcae.csv,0.0,0.64,0.14,0.51,0.0,0.46,0.37,0.65,0.5,0.25,0.14,0.37,0.59,0.53,0.12
lphant.csv,0.25,0.58,0.51,0.19,0.42,0.51,0.66,0.75,0.28,0.39,0.32,0.64,0.64,0.46,0.77
nosleepsoftware.csv,0.35,0.43,0.04,0.14,0.61,0.08,0.06,0.0,0.0,0.11,0.0,0.08,0.17,0.3,0.43
qgo.csv,0.24,0.85,0.36,0.21,0.41,0.58,0.62,0.61,0.39,0.42,0.34,0.55,0.66,0.44,0.85
quickfast.csv,0.23,0.63,0.43,0.2,0.45,0.54,0.5,0.63,0.33,0.43,0.24,0.59,0.62,0.38,0.8
rhex.csv,0.43,0.59,0.2,0.11,0.59,0.37,0.32,0.26,0.4,0.25,0.19,0.09,0.3,0.31,0.48
rocrail.csv,0.31,0.6,0.51,0.15,0.51,0.53,0.35,0.71,0.5,0.42,0.33,0.6,0.55,0.61,0.51
virtuoso.csv,0.2,0.67,0.54,0.19,0.41,0.52,0.63,0.71,0.24,0.43,0.21,0.56,0.58,0.36,0.36
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0
yield.csv,0.21,0.66,0.55,0.19,0.38,0.54,0.79,0.78,0.29,0.41,0.36,0.62,0.65,0.42,0.73
