,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.04,0.0,0.49,0.09,0.44,0.0,0.0,0.1,0.18,0.0,0.26,0.07,0.36,0.17,0.37,0.0,0.26
codeblocks.csv,0.62,0.79,0.48,0.5,0.34,0.65,0.73,0.29,0.57,0.18,0.11,0.38,0.8,0.18,0.48,0.82,0.25
grisbi.csv,0.61,0.76,0.68,0.74,0.39,0.66,0.89,0.21,0.54,0.2,0.13,0.49,0.92,0.55,0.54,0.94,0.75
libmesh.csv,0.3,0.63,0.37,0.2,0.24,0.09,0.42,0.34,0.62,0.2,0.09,0.37,0.85,0.33,0.18,0.36,0.3
panda3d.csv,0.27,0.69,0.68,0.62,0.19,0.59,0.71,0.16,0.36,0.25,0.09,0.45,0.73,0.69,0.37,0.6,0.11
proftp.csv,0.16,0.41,0.49,0.13,0.29,0.72,0.37,0.22,0.15,0.0,0.0,0.39,0.24,0.51,0.5,0.09,0.05
red5.csv,0.62,0.8,0.64,0.72,0.29,0.63,0.68,0.28,0.6,0.2,0.11,0.41,0.96,0.59,0.48,0.97,0.55
skia.csv,0.33,0.36,0.57,0.54,0.38,0.68,0.51,0.28,0.24,0.0,0.08,0.4,0.13,0.35,0.59,0.62,0.35
soar.csv,0.64,0.86,0.63,0.72,0.34,0.62,0.9,0.19,0.53,0.2,0.1,0.47,0.97,0.63,0.5,0.98,0.76
super-tux.csv,0.39,0.82,0.61,0.58,0.34,0.67,0.67,0.28,0.54,0.2,0.11,0.46,0.96,0.16,0.51,0.98,0.44
t-2.csv,0.44,0.81,0.53,0.41,0.34,0.32,0.89,0.45,0.55,0.2,0.14,0.38,0.95,0.71,0.4,0.78,0.65
tart.csv,0.41,0.36,0.63,0.59,0.4,0.66,0.91,0.16,0.42,0.21,0.29,0.38,0.56,0.57,0.44,0.1,0.43
tcvp.csv,0.12,0.26,0.05,0.05,0.0,0.0,0.03,0.15,0.0,0.45,0.0,0.0,0.0,0.0,0.11,0.07,0.0
tencompetence.csv,0.51,0.27,0.35,0.27,0.24,0.19,0.26,0.13,0.53,0.0,0.0,0.38,0.68,0.62,0.44,0.36,0.84
utgb.csv,0.08,0.62,0.75,0.43,0.36,0.6,0.65,0.07,0.24,0.24,0.12,0.47,0.64,0.43,0.43,0.67,0.38
xbrlapi.csv,0.69,0.13,0.53,0.59,0.33,0.43,0.63,0.2,0.31,0.0,0.07,0.27,0.08,0.68,0.25,0.0,0.38
zemljanka.csv,0.62,0.78,0.69,0.73,0.37,0.62,0.86,0.22,0.33,0.21,0.14,0.45,0.78,0.69,0.52,0.89,0.79
