,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.34,0.7,0.67,0.65,0.46,0.46,0.54,0.34,0.65,0.62,0.55,0.67,0.38,0.92,0.96,0.53
elateportal.csv,0.33,0.57,0.38,0.52,0.44,0.47,0.43,0.36,0.36,0.39,0.48,0.31,0.41,0.61,0.97,0.89
gmerlin.csv,0.31,0.36,0.0,0.0,0.0,0.46,0.6,0.0,0.42,0.33,0.0,0.3,0.4,0.0,0.9,0.43
gretl.csv,0.33,0.58,0.83,0.45,0.51,0.77,0.52,0.44,0.4,0.51,0.47,0.39,0.43,0.48,0.58,0.39
illumination.csv,0.0,0.38,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.73,0.0,0.3,0.44,0.0,0.0,0.43
mpgravity.csv,0.32,0.4,0.75,0.41,0.63,0.46,0.44,0.33,0.4,0.34,0.47,0.3,0.38,0.96,0.51,0.45
nativeclient.csv,0.41,0.47,0.38,0.39,0.47,0.59,0.65,0.44,0.55,0.42,0.48,0.83,0.4,0.51,0.57,0.42
natpad.csv,0.33,0.92,0.88,0.39,0.69,0.49,0.52,0.56,0.4,0.57,0.54,0.5,0.42,0.42,0.63,0.37
ogre.csv,0.83,0.41,0.38,0.63,0.45,0.9,0.64,0.4,0.48,0.38,0.47,0.3,0.49,0.73,0.52,0.49
open-ms.csv,0.91,0.52,0.83,0.57,0.45,0.57,0.87,0.32,0.55,0.5,0.58,0.31,0.45,0.69,0.72,0.67
openmsx.csv,0.65,0.53,0.7,0.0,0.59,0.9,0.64,0.47,0.44,0.72,0.67,0.89,0.39,0.0,0.92,0.0
oppna-program-hsatools.csv,0.91,0.46,0.38,0.39,0.44,0.6,0.7,0.34,0.43,0.45,0.45,0.75,0.43,0.47,0.5,0.5
sandiaportals.csv,0.34,0.77,0.83,0.52,0.97,0.5,0.67,0.91,0.64,0.7,0.6,0.0,0.45,0.77,0.76,0.44
sauerbraten.csv,0.4,0.41,0.39,0.43,0.42,0.57,0.46,0.37,0.37,0.44,0.41,0.55,0.42,0.45,0.49,0.43
yarp.csv,0.89,0.64,0.0,0.0,0.86,0.56,0.9,0.88,0.5,0.78,0.87,0.0,0.0,0.0,0.91,0.0
zemljanka.csv,0.36,0.4,0.86,0.5,0.49,0.47,0.42,0.36,0.41,0.39,0.45,0.31,0.49,0.48,0.53,0.45
