,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.62,0.44,0.2,0.28,0.0,0.0,0.39,0.73,0.38,0.21,0.6,0.06,0.67,0.06,0.15,0.44
elateportal.csv,0.0,0.37,0.69,0.49,0.49,0.35,0.39,0.42,0.39,0.56,0.48,0.96,0.48,0.42,0.17,0.32
gmerlin.csv,0.67,0.49,0.0,0.0,0.0,0.0,0.38,0.0,0.61,0.55,0.0,0.0,0.24,0.0,0.07,0.09
gretl.csv,0.3,0.5,0.29,0.68,0.0,0.28,0.48,0.6,0.39,0.51,0.56,0.68,0.78,0.57,0.52,0.66
illumination.csv,0.04,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.24,0.0,0.0,0.09
mpgravity.csv,0.17,0.0,0.71,0.69,0.0,0.0,0.51,0.6,0.55,0.31,0.62,0.0,0.58,0.25,0.65,0.7
nativeclient.csv,0.64,0.57,0.69,0.64,0.45,0.36,0.33,0.58,0.45,0.52,0.65,0.11,0.7,0.53,0.66,0.65
natpad.csv,0.68,0.1,0.29,0.64,0.0,0.5,0.45,0.36,0.58,0.33,0.49,0.06,0.72,0.5,0.35,0.77
ogre.csv,0.1,0.77,0.0,0.48,0.96,0.19,0.53,0.5,0.63,0.42,0.52,0.0,0.47,0.36,0.47,0.55
open-ms.csv,0.25,0.6,0.29,0.35,0.36,0.32,0.18,0.66,0.38,0.49,0.54,0.68,0.49,0.2,0.26,0.06
openmsx.csv,0.41,0.64,0.43,0.0,0.63,0.28,0.59,0.58,0.57,0.44,0.55,0.13,0.0,0.0,0.09,0.0
oppna-program-hsatools.csv,0.25,0.84,0.0,0.62,0.0,0.23,0.35,0.45,0.47,0.56,0.48,0.2,0.62,0.54,0.27,0.5
sandiaportals.csv,0.4,0.35,0.29,0.58,0.14,0.42,0.5,0.28,0.44,0.14,0.55,0.0,0.76,0.4,0.51,0.73
sauerbraten.csv,0.77,0.66,0.09,0.47,0.0,0.44,0.49,0.46,0.09,0.54,0.3,0.35,0.65,0.0,0.05,0.0
yarp.csv,0.12,0.48,0.0,0.0,0.04,0.65,0.11,0.12,0.04,0.39,0.31,0.02,0.0,0.0,0.06,0.0
zemljanka.csv,0.17,0.17,0.0,0.53,0.68,0.41,0.53,0.53,0.54,0.57,0.54,0.0,0.31,0.84,0.39,0.49
