,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.44,0.62,0.46,0.62,0.47,0.95
google-web-toolkit.csv,0.47,0.5,0.5,0.12,0.67,0.61
open-data-kit.csv,0.6,0.41,0.73,0.49,0.5,0.36
qtractor.csv,0.78,0.6,0.57,0.7,0.49,0.36
quarkplayer.csv,0.05,0.73,0.23,0.07,0.25,0.52
zoolib.csv,0.51,0.56,0.54,0.7,0.47,0.37
