,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.22,0.1,0.0,0.0,0.2,0.0,0.11,0.06,0.02,0.05
ffigo.csv,0.87,0.73,0.79,0.48,0.24,0.59,0.86,0.3,0.02,0.41
foursquared.csv,0.24,0.13,0.11,0.09,0.0,0.21,0.23,0.07,0.16,0.05
gebr.csv,0.77,0.89,0.05,0.72,0.93,0.59,0.67,0.57,0.61,0.61
ildjit.csv,0.02,0.17,0.05,0.04,0.07,0.03,0.04,0.08,0.02,0.02
jfreereport.csv,0.56,0.0,0.97,0.78,0.22,0.9,0.78,0.62,0.73,0.54
kml.csv,0.47,0.38,0.08,0.57,0.61,0.0,0.38,0.38,0.43,0.47
ng4j.csv,0.06,0.42,0.47,0.72,0.46,0.15,0.0,0.32,0.55,0.0
pcsx2.csv,0.65,0.34,0.03,0.26,0.39,0.23,0.02,0.19,0.16,0.34
wxjs.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0
