,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.16,0.26,1.0,1.0,0.44,1.0,0.84,0.17,0.91,0.25
ffigo.csv,0.26,0.15,0.73,0.37,0.58,0.55,0.66,0.0,0.99,0.27
foursquared.csv,0.12,0.26,0.91,0.5,1.0,0.64,0.72,0.0,0.78,0.4
gebr.csv,0.26,0.14,0.98,0.35,0.35,0.57,0.7,0.06,0.68,0.35
ildjit.csv,0.93,0.09,0.8,0.0,0.25,0.67,0.83,0.0,0.75,0.5
jfreereport.csv,0.27,0.99,0.63,0.18,0.17,0.34,0.51,0.12,0.52,0.18
kml.csv,0.15,0.2,0.93,0.41,0.43,1.0,0.75,0.03,0.73,0.33
ng4j.csv,0.25,0.17,0.75,0.31,0.49,0.77,1.0,0.06,0.63,1.0
pcsx2.csv,0.16,0.22,0.98,0.4,0.49,0.72,0.99,0.0,0.77,0.38
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
