,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,3.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0
ffigo.csv,11.0,2.0,0.0,3.0,0.0,3.0,0.0,97.0,0.0,12.0
foursquared.csv,8.0,0.0,0.0,2.0,0.0,1.0,0.0,97.0,2.0,2.0
gebr.csv,1.0,0.0,0.0,4.0,8.0,3.0,0.0,17.0,2.0,0.0
ildjit.csv,0.0,77.0,0.0,65.0,2.0,1.0,0.0,97.0,1.0,0.0
jfreereport.csv,11.0,0.0,0.0,11.0,2.0,3.0,0.0,39.0,2.0,1.0
kml.csv,9.0,0.0,2.0,7.0,8.0,0.0,1.0,24.0,1.0,0.0
ng4j.csv,0.0,4.0,0.0,7.0,5.0,2.0,0.0,18.0,2.0,0.0
pcsx2.csv,8.0,5.0,0.0,2.0,6.0,0.0,0.0,97.0,1.0,7.0
wxjs.csv,125.0,1341.0,135.0,65.0,69.0,74.0,271.0,0.0,119.0,78.0
