,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.62,0.31,0.24,0.59
miranda-icq.csv,0.59,0.15,0.41,0.42
red5.csv,0.73,0.26,0.21,0.41
thrust.csv,0.6,0.41,0.25,0.44
