,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.68,0.57,0.59,0.81,0.63,0.85,1.0,0.84,0.76,0.71,0.72,0.53,0.56,0.76,0.51,0.62
arcallians.csv,0.7,0.55,0.46,0.31,0.38,1.0,0.96,0.51,0.68,0.6,0.56,0.76,0.63,0.6,0.54,0.81
arianne.csv,0.4,0.92,1.0,0.87,1.0,0.61,0.97,1.0,0.74,0.95,1.0,1.0,0.97,0.94,0.51,0.95
aztec.csv,0.82,0.63,0.79,0.63,0.59,0.25,0.67,0.56,0.69,0.61,0.59,0.63,0.83,0.57,0.88,0.58
bl-toolkit.csv,0.74,0.97,0.29,0.84,1.0,0.97,0.6,1.0,0.78,1.0,1.0,1.0,0.83,0.82,0.9,1.0
clamav.csv,0.61,0.56,0.76,0.71,0.71,0.81,0.55,0.62,0.56,0.4,0.66,0.56,0.56,0.66,0.63,0.59
gnupdate.csv,0.64,0.86,0.84,0.65,0.74,0.96,0.76,0.88,0.75,0.81,0.25,0.68,0.72,0.69,0.88,0.71
les-indemodables.csv,0.68,0.59,0.66,0.57,0.57,0.59,0.85,0.76,0.71,0.81,0.56,0.77,0.57,0.66,0.52,0.43
mbse.csv,0.76,0.71,0.9,1.0,0.84,1.01,0.58,0.42,0.71,0.78,0.68,0.63,0.63,0.67,0.73,0.64
ns-3-dev-def-routing.csv,0.63,0.53,0.6,0.34,0.5,0.42,0.87,0.98,0.64,0.6,0.76,0.74,0.71,0.49,0.48,0.7
openxava.csv,0.66,0.65,0.8,0.98,0.98,0.88,0.41,0.6,0.85,0.6,0.83,0.74,0.7,0.75,0.55,0.71
phonon-vlc-mplayer.csv,0.62,0.55,0.45,0.26,0.59,0.92,0.75,0.99,0.39,0.64,0.51,0.65,0.56,0.49,0.66,0.8
qgis.csv,0.72,0.46,0.87,0.53,0.61,0.96,0.96,1.0,0.64,0.85,1.0,1.0,0.74,0.59,0.45,0.59
vars-redux.csv,0.6,0.58,0.72,0.63,0.66,0.68,0.49,0.9,0.39,0.44,0.67,0.61,0.54,0.57,0.61,0.61
xapian.csv,0.63,0.49,0.96,0.38,0.65,0.92,1.0,0.99,0.9,0.78,0.75,0.62,0.69,0.89,0.42,0.83
yafdotnet.csv,0.6,0.54,0.8,0.78,0.61,0.76,0.62,0.86,0.72,0.85,0.75,0.74,0.4,0.59,0.59,0.5
