,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.59,0.83,0.69,0.68,1.0,0.16,0.62,0.15,0.81,0.28,0.2,0.0,0.5,0.67,0.34,0.36,0.37,0.0,0.96,0.65
autofac.csv,0.39,1.0,0.81,0.71,0.47,0.21,0.21,0.09,0.79,0.31,0.14,0.04,0.78,0.62,0.41,0.64,0.48,0.43,0.99,0.76
azureus.csv,0.38,0.76,0.47,0.71,0.41,0.2,0.29,0.09,0.8,0.54,0.13,0.0,0.28,0.61,0.52,0.61,0.37,0.44,0.97,0.74
coot.csv,0.22,0.0,1.0,0.69,0.39,0.12,0.23,0.08,0.79,0.25,0.1,0.03,0.0,0.59,0.54,0.76,0.28,0.39,0.95,0.68
cuberok.csv,0.35,0.67,0.51,0.71,0.64,0.2,0.35,0.15,0.8,0.3,0.13,0.05,0.24,0.63,0.65,0.45,0.5,0.53,0.98,0.79
dsworkbench.csv,0.6,0.86,0.62,0.5,0.47,0.16,0.48,0.25,0.77,0.14,0.33,0.0,0.83,0.69,0.0,0.33,0.56,0.33,0.99,0.67
gabel.csv,0.4,0.78,0.8,0.69,0.57,0.25,0.38,0.21,0.81,0.49,0.17,0.0,1.0,0.56,0.25,0.69,0.42,0.56,0.98,0.75
gephex.csv,0.43,0.76,0.45,0.64,0.25,0.16,0.3,0.07,0.73,0.26,0.1,0.0,0.34,0.78,0.62,0.51,0.36,0.39,0.97,0.58
haggle.csv,0.43,0.83,1.0,0.73,0.0,0.5,0.0,0.13,1.0,0.18,0.2,0.05,0.53,0.67,0.58,0.22,0.43,0.0,1.0,0.83
icescrum.csv,0.51,0.87,0.67,0.73,0.48,0.18,0.42,0.13,0.79,0.47,0.14,0.0,0.44,0.66,0.33,0.61,0.75,0.33,0.98,0.74
javaprofiler.csv,0.34,0.73,0.59,0.66,0.4,0.14,0.32,0.11,0.75,0.27,0.15,0.03,0.43,0.62,0.55,0.53,0.41,0.38,0.97,0.9
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jgnash.csv,0.43,0.67,0.45,0.71,0.36,0.35,0.36,0.09,0.72,0.44,0.19,0.0,0.31,0.6,0.58,0.62,0.35,0.43,0.96,0.86
octet.csv,0.42,0.83,0.44,0.64,0.33,0.18,0.45,0.12,0.74,0.31,0.45,0.0,0.6,0.68,0.39,0.5,0.44,0.31,0.98,0.65
openefm.csv,0.54,0.75,0.5,0.66,0.38,0.16,0.37,0.13,0.74,0.27,0.0,0.05,0.2,0.67,0.62,0.46,0.4,0.35,0.98,0.57
rcp-company-uibindings.csv,0.38,0.8,0.54,0.72,0.42,0.16,0.31,0.14,0.83,0.33,0.12,0.0,0.35,0.63,0.37,0.6,0.53,0.43,1.0,0.76
servicestack.csv,0.71,0.62,0.8,0.44,0.0,0.46,0.31,0.0,0.0,0.35,1.0,0.0,0.57,0.0,0.33,0.0,0.5,0.0,0.97,1.0
synecdoche.csv,0.35,0.78,0.54,0.65,0.39,0.17,0.39,0.1,0.86,0.38,0.06,0.0,0.22,0.7,0.57,0.75,0.35,0.69,0.97,0.56
tmva.csv,0.32,0.77,0.45,0.63,0.47,0.16,0.33,0.08,0.88,0.26,0.12,0.0,0.26,0.61,0.52,0.4,0.36,0.53,0.96,0.65
wsmt.csv,0.32,0.7,0.37,0.42,0.0,0.12,0.19,0.03,0.75,0.1,0.15,0.04,0.2,0.5,0.79,0.4,0.0,0.4,0.97,0.75
