,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.7,0.55,0.64,0.79,0.95,0.66,0.28,0.46,0.9,0.85,0.73,1.02,0.51,0.97,0.95,0.92,0.71,1.0,0.74,0.83
autofac.csv,0.63,0.86,0.28,0.61,0.66,0.58,0.85,0.67,0.69,0.61,0.65,0.76,0.59,0.72,0.94,0.53,0.54,0.7,0.42,0.56
azureus.csv,0.66,0.83,0.84,0.63,0.83,0.66,0.82,0.74,0.59,0.34,0.8,1.09,0.8,0.75,0.78,0.75,0.76,0.69,0.61,0.62
coot.csv,0.87,1.0,0.86,0.63,0.7,0.78,0.84,0.75,0.69,0.79,0.96,0.88,1.0,0.79,0.8,0.35,0.85,0.72,0.97,0.77
cuberok.csv,0.74,1.01,0.67,0.6,0.37,0.56,0.66,0.46,0.57,0.64,0.76,0.53,0.9,0.71,0.58,0.8,0.57,0.69,0.61,0.55
dsworkbench.csv,0.91,0.46,0.74,0.89,0.69,0.67,0.54,0.75,0.69,0.93,0.86,1.0,0.71,0.71,1.0,0.93,0.43,0.83,0.66,0.88
gabel.csv,0.6,0.66,0.59,0.69,0.66,0.5,0.62,0.35,0.6,0.62,0.74,1.0,0.88,0.85,0.96,0.78,0.69,0.83,0.77,0.85
gephex.csv,0.55,1.0,1.0,0.91,0.91,0.68,1.0,0.77,0.98,0.75,0.89,1.17,0.61,0.46,0.6,0.95,1.0,0.92,0.59,0.86
haggle.csv,0.83,0.81,0.93,0.57,1.0,0.64,1.0,0.76,0.99,0.84,0.86,0.58,0.55,0.94,0.74,0.97,0.62,1.0,0.92,0.87
icescrum.csv,0.5,0.54,0.8,0.68,0.61,0.62,0.51,0.53,0.68,0.6,0.67,1.0,0.77,0.7,1.0,0.65,0.26,0.81,0.58,0.62
javaprofiler.csv,0.89,0.91,0.55,0.83,0.79,0.82,0.77,0.68,0.7,0.74,0.66,0.85,0.54,0.78,0.71,0.7,0.68,0.84,0.7,0.24
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
jgnash.csv,0.57,0.85,0.83,0.61,0.77,0.39,0.68,0.69,0.74,0.5,0.54,1.06,0.76,0.87,0.77,0.57,0.95,0.68,0.73,0.52
octet.csv,0.85,0.55,0.8,0.75,0.79,0.63,0.48,0.59,0.73,0.63,0.31,1.02,0.82,0.63,0.88,0.74,0.63,0.83,0.51,0.78
openefm.csv,0.4,0.85,0.74,0.68,0.74,0.67,0.6,0.49,0.73,0.7,1.0,0.53,0.83,0.74,0.74,0.79,0.88,0.83,0.69,0.84
rcp-company-uibindings.csv,0.76,0.65,0.64,0.61,0.66,0.67,0.71,0.5,0.62,0.6,0.7,1.0,0.62,0.71,0.91,0.59,0.62,0.67,0.12,0.73
servicestack.csv,0.85,0.88,0.86,0.95,1.0,0.76,0.82,1.0,1.0,0.9,0.86,1.0,0.32,1.0,0.97,1.0,0.85,1.0,0.89,0.96
synecdoche.csv,0.7,0.68,0.6,0.86,1.0,0.69,0.61,0.63,0.58,0.5,0.94,1.06,0.8,0.65,0.69,0.57,0.85,0.42,0.62,0.86
tmva.csv,0.99,0.94,1.0,0.81,0.58,0.88,0.88,0.98,0.37,0.97,0.91,1.25,1.0,0.78,0.8,0.86,0.92,0.74,1.0,0.91
wsmt.csv,0.74,0.81,0.87,0.95,1.0,0.84,0.91,0.94,0.98,0.95,0.75,0.8,0.87,0.96,0.33,0.95,1.02,0.93,0.64,0.58
