,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.38,0.52,0.48,0.65,0.61,0.74,0.7,0.7,0.72,0.64
cities3d.csv,0.1,0.55,0.23,0.57,0.17,0.75,0.6,0.0,0.41,0.58
firebird.csv,0.46,0.6,0.59,0.68,0.56,0.69,0.69,0.49,0.61,0.52
hydrogen.csv,0.8,0.0,0.0,0.0,0.13,0.38,0.81,0.23,0.0,0.0
lphant.csv,0.73,0.65,0.61,0.59,0.69,0.71,0.62,0.44,0.66,0.62
open-ms.csv,0.59,0.83,0.64,0.54,0.23,0.58,0.72,0.67,0.41,0.52
qgo.csv,0.47,0.89,0.5,0.66,0.54,0.38,0.73,0.62,0.24,0.54
rhex.csv,0.88,0.62,0.41,0.37,0.33,0.57,0.6,0.24,0.06,0.5
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0
yield.csv,0.55,0.75,0.68,0.21,0.74,0.21,0.76,0.57,0.63,0.64
