,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.0,0.0,0.0,101.0,4.0,0.0,97.0,3.0,0.0,76.0,4.0,49.0,50.0,0.0,205.0,6.0,2.0,0.0,2.0,1.0
baadengine.csv,0.0,18.0,0.0,31.0,0.0,14.0,3.0,5.0,5.0,2.0,14.0,18.0,8.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0
bibedt.csv,1.0,1.0,0.0,28.0,4.0,2.0,7.0,4.0,0.0,6.0,5.0,49.0,0.0,0.0,38.0,16.0,0.0,1.0,4.0,0.0
cascading.csv,0.0,2.0,0.0,27.0,0.0,0.0,1.0,12.0,3.0,3.0,1.0,14.0,4.0,0.0,42.0,12.0,0.0,1.0,2.0,0.0
dataobjectsdotnet.csv,0.0,0.0,0.0,10.0,0.0,10.0,8.0,1.0,6.0,6.0,5.0,6.0,4.0,0.0,13.0,1.0,4.0,0.0,3.0,3.0
exl.csv,0.0,69.0,0.0,58.0,0.0,0.0,6.0,13.0,2.0,13.0,8.0,20.0,1.0,0.0,42.0,4.0,0.0,4.0,0.0,0.0
gogoego.csv,1.0,69.0,0.0,101.0,0.0,4.0,5.0,0.0,0.0,1.0,2.0,49.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0
httpcontentparser.csv,1.0,69.0,0.0,101.0,4.0,0.0,1.0,3.0,0.0,6.0,0.0,49.0,7.0,0.0,13.0,6.0,2.0,0.0,4.0,2.0
impala.csv,1.0,69.0,0.0,75.0,4.0,0.0,8.0,5.0,0.0,76.0,36.0,49.0,9.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0
jaxlib.csv,621.0,69.0,200.0,101.0,0.0,0.0,97.0,335.0,339.0,76.0,187.0,0.0,50.0,60.0,205.0,207.0,149.0,0.0,74.0,0.0
jgameai.csv,0.0,69.0,0.0,101.0,3.0,0.0,4.0,1.0,2.0,6.0,0.0,0.0,50.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0
jhotdraw.csv,1.0,1.0,0.0,13.0,4.0,0.0,97.0,4.0,0.0,6.0,187.0,49.0,5.0,0.0,7.0,4.0,0.0,0.0,3.0,0.0
loki-lib.csv,0.0,69.0,0.0,17.0,0.0,0.0,11.0,2.0,1.0,1.0,14.0,5.0,19.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0
patterntesting.csv,1.0,14.0,0.0,101.0,0.0,7.0,2.0,14.0,17.0,0.0,0.0,7.0,1.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0
pokeglobal.csv,1.0,5.0,0.0,35.0,0.0,0.0,11.0,4.0,14.0,4.0,6.0,16.0,0.0,0.0,58.0,2.0,1.0,0.0,2.0,0.0
snakeyaml.csv,1.0,1.0,0.0,101.0,4.0,0.0,11.0,5.0,0.0,8.0,36.0,12.0,10.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0
unflobtactical.csv,1.0,2.0,0.0,101.0,0.0,0.0,1.0,11.0,2.0,1.0,4.0,5.0,0.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,0.0,72.0,8.0,0.0,0.0,4.0,0.0
zealos.csv,0.0,1.0,0.0,101.0,1.0,3.0,0.0,1.0,0.0,2.0,7.0,49.0,1.0,3.0,41.0,7.0,0.0,1.0,5.0,0.0
