,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.0,4.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0
fritzing.csv,0.0,0.0,0.0,1.0,0.0,81.0,2.0,3.0,1.0,1.0
jlinalg.csv,0.0,6.0,1.0,4.0,0.0,224.0,2.0,10.0,3.0,0.0
knowledge.csv,0.0,3.0,4.0,1.0,0.0,248.0,3.0,5.0,4.0,0.0
massiv.csv,63.0,141.0,0.0,140.0,66.0,0.0,57.0,65.0,55.0,123.0
multitude.csv,0.0,1.0,0.0,1.0,0.0,56.0,10.0,0.0,1.0,0.0
playerstage.csv,1.0,7.0,1.0,0.0,0.0,72.0,1.0,0.0,3.0,0.0
quarkplusplus.csv,0.0,2.0,1.0,2.0,0.0,57.0,2.0,4.0,0.0,3.0
rtrt-on-gpu.csv,1.0,14.0,0.0,1.0,0.0,145.0,0.0,65.0,3.0,0.0
superwaba.csv,0.0,0.0,2.0,2.0,0.0,293.0,2.0,1.0,1.0,0.0
