,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.34,0.3,0.37,0.19,0.31,0.55,0.12,1.0,0.2,0.1
fritzing.csv,0.42,0.62,0.99,0.52,0.6,0.72,0.24,0.18,0.38,0.5
jlinalg.csv,1.0,0.53,0.46,0.39,0.0,0.59,0.17,0.38,0.24,0.58
knowledge.csv,0.67,0.34,0.35,0.09,1.0,0.57,0.17,0.64,0.13,0.47
massiv.csv,0.0,0.0,0.05,0.0,0.0,0.79,0.0,0.0,0.0,0.0
multitude.csv,0.55,0.54,0.62,0.61,0.61,0.85,0.51,0.71,0.42,0.97
playerstage.csv,0.49,0.6,0.61,0.98,0.49,0.88,0.24,0.34,0.37,0.4
quarkplusplus.csv,0.5,0.35,0.46,0.5,0.51,0.75,0.12,0.67,0.99,0.21
rtrt-on-gpu.csv,0.07,0.34,0.29,0.2,0.37,0.29,1.0,0.0,0.1,0.2
superwaba.csv,0.42,0.95,0.59,0.6,0.42,0.54,0.34,0.61,0.67,0.6
