,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.36,0.12,0.37,0.1,0.37,0.12,0.76,0.22,0.37,0.28,0.0,0.59
bscwweasel.csv,0.04,0.1,0.44,0.45,0.52,0.28,0.56,0.39,0.39,0.45,0.11,0.31
capcode.csv,0.04,0.21,0.41,0.23,0.4,0.45,0.49,0.32,0.47,0.51,0.07,0.39
emite.csv,0.71,0.16,0.43,0.19,0.57,0.15,0.61,0.28,0.31,0.23,0.12,0.62
lamp.csv,0.33,0.31,0.36,0.22,0.49,0.22,0.82,0.43,0.41,0.54,0.09,0.31
mecat.csv,0.0,0.12,0.09,0.0,0.08,0.18,0.0,0.17,0.0,0.4,0.5,0.0
nodal.csv,0.04,0.12,0.47,0.28,0.38,0.3,0.04,0.16,0.64,0.53,0.13,0.28
pydev.csv,0.63,0.34,0.43,0.25,0.55,0.22,0.34,0.37,0.36,0.62,0.12,0.3
retromenu.csv,0.2,0.21,0.44,0.21,0.68,0.27,0.39,0.2,0.33,0.23,0.1,0.48
smbopensoft.csv,0.8,0.18,0.34,0.18,0.4,0.18,0.71,0.24,0.51,0.32,0.08,0.58
stuproa-cims.csv,0.0,0.24,0.38,0.34,0.52,0.29,0.04,0.55,0.27,0.49,0.21,0.32
thout.csv,0.6,0.16,0.53,0.28,0.45,0.26,0.85,0.39,0.43,0.34,0.07,0.59
