,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,99.0,99.0,195.0,749.0,98.5,97.5,1981.5,97.5,482.5,97.5,296.0,19616.0,198.0,454.5,99.0
amateur-scrolls.csv,92.5,99.0,96.5,92.5,98.5,97.5,442.5,97.5,45.5,97.5,94.5,5060.0,99.0,260.5,86.5
arianne.csv,99.0,99.0,391.5,387.5,98.5,97.5,837.5,97.5,482.5,97.5,297.0,22505.0,297.0,453.5,99.0
bl-toolkit.csv,95.5,99.0,192.5,94.5,97.5,99.0,1551.0,97.5,189.0,97.5,297.0,17069.0,297.0,370.0,99.0
doomlegacy.csv,99.0,99.0,391.5,385.5,98.5,99.0,542.0,97.5,93.5,97.5,297.0,12626.5,99.0,363.0,99.0
enlightenment.csv,99.0,99.0,93.5,387.5,98.5,99.0,1758.0,97.5,482.5,97.5,197.5,24633.5,297.0,551.0,99.0
fritzing.csv,98.5,99.0,96.5,975.5,98.5,97.5,377.0,97.5,385.0,97.5,197.5,11251.0,198.0,349.0,95.5
gnukeda.csv,99.0,99.0,294.0,192.0,98.5,99.0,1758.0,93.5,175.0,97.5,297.0,17398.0,294.5,368.0,99.0
jlinalg.csv,99.0,387.0,195.0,92.5,98.5,97.5,1470.5,97.5,385.0,97.5,99.0,17063.0,96.5,359.0,99.0
knowledge.csv,99.0,97.5,490.0,387.5,98.5,99.0,1561.5,97.5,482.5,97.5,198.0,17423.0,297.0,366.0,99.0
massiv.csv,92.5,163.0,80.5,64.5,98.5,94.5,0.0,0.0,76.5,51.5,0.0,569.0,0.0,85.5,0.0
playerstage.csv,98.5,99.0,195.5,261.5,98.5,99.0,455.5,97.5,76.5,97.5,198.0,7361.5,99.0,376.5,97.5
psycle.csv,99.0,99.0,490.0,385.5,98.5,99.0,1758.0,97.5,289.5,97.5,198.0,15661.5,198.0,453.5,99.0
superwaba.csv,92.5,196.0,195.0,387.5,98.5,99.0,894.0,97.5,479.5,97.5,198.0,9804.5,393.5,549.0,97.5
wxcrp.csv,99.0,99.0,490.0,188.0,98.5,99.0,1663.5,97.5,482.5,97.5,296.5,19169.5,99.0,445.5,99.0
