,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.4,0.49,0.37,0.98,0.58,0.15,0.67,0.58,0.26,0.54,0.65,0.54,0.56,0.56
autowikibrowser.csv,0.47,0.47,0.33,0.52,0.68,0.23,0.74,0.66,0.26,0.43,0.54,1.0,0.71,0.47
cities3d.csv,0.29,0.25,0.0,0.44,0.27,0.94,0.3,0.37,0.33,0.57,0.0,0.22,0.55,0.35
kmatplot.csv,0.98,0.34,0.21,0.3,0.49,0.1,0.39,0.4,0.14,0.49,0.44,0.29,0.6,0.47
libarchive.csv,0.29,0.4,0.6,0.5,0.53,0.26,0.66,0.58,0.35,0.52,0.62,0.61,0.6,0.99
lphant.csv,0.44,0.57,0.36,0.51,0.68,0.19,0.66,0.63,0.28,0.56,0.9,0.55,0.66,0.62
mob-sen-plat.csv,0.36,0.47,0.98,0.54,0.6,0.16,0.78,0.76,0.34,0.53,0.59,0.65,0.68,0.65
mscore.csv,0.31,0.52,0.59,0.5,0.72,0.22,0.67,0.98,0.29,0.58,0.56,0.43,0.7,0.59
pidgin.csv,0.4,0.56,0.56,0.55,0.63,0.17,0.99,0.62,0.27,0.59,0.58,0.52,0.68,0.57
quickfast.csv,0.34,0.54,0.42,0.47,0.66,0.25,0.62,0.62,0.3,0.55,0.47,0.68,0.99,0.55
raygina.csv,0.33,0.98,0.15,0.4,0.37,0.25,0.74,0.55,0.17,0.34,0.53,0.51,0.44,0.61
riff-evolve.csv,0.47,0.57,0.25,0.53,0.71,0.32,0.8,0.64,0.28,0.96,0.58,0.6,0.64,0.59
upp-mirror.csv,0.31,0.44,0.34,0.28,0.98,0.18,0.59,0.51,0.34,0.27,0.32,0.53,0.5,0.38
wishmaster.csv,0.21,0.12,0.49,0.23,0.54,0.14,0.44,0.42,0.96,0.1,0.46,0.32,0.12,0.5
