,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.55,0.64,0.27,0.96,0.53,0.65,0.61,0.5,0.36,0.48,0.77,0.61,0.43,0.65
autowikibrowser.csv,0.69,0.64,0.21,0.58,0.69,0.81,0.71,0.58,0.43,0.33,0.45,1.0,0.7,0.53
cities3d.csv,0.38,0.16,0.0,0.71,0.17,0.92,0.18,0.25,0.5,0.71,0.0,0.14,0.45,0.27
kmatplot.csv,0.97,0.28,0.12,0.22,0.41,0.14,0.26,0.28,0.14,0.38,0.36,0.2,0.45,0.43
libarchive.csv,0.62,0.4,0.42,0.57,0.47,0.65,0.56,0.47,0.57,0.45,0.64,0.61,0.51,0.98
lphant.csv,0.66,0.6,0.24,0.64,0.67,0.73,0.53,0.55,0.5,0.62,0.86,0.59,0.57,0.61
mob-sen-plat.csv,0.76,0.72,0.97,0.75,0.61,0.7,0.75,0.75,0.64,0.56,0.77,0.75,0.72,0.61
mscore.csv,0.66,0.84,0.48,0.64,0.77,0.7,0.6,0.98,0.64,0.63,0.55,0.43,0.74,0.8
pidgin.csv,0.76,0.72,0.45,0.78,0.62,0.7,0.98,0.57,0.5,0.62,0.77,0.5,0.66,0.51
quickfast.csv,0.72,0.64,0.3,0.56,0.64,0.76,0.51,0.59,0.57,0.54,0.64,0.82,0.98,0.59
raygina.csv,0.62,0.96,0.09,0.37,0.25,0.59,0.78,0.45,0.21,0.24,0.45,0.39,0.32,0.94
riff-evolve.csv,0.86,0.64,0.15,0.61,0.69,0.65,0.93,0.62,0.57,0.96,0.64,0.59,0.6,0.96
upp-mirror.csv,0.52,0.4,0.21,0.2,0.97,0.46,0.45,0.38,0.43,0.2,0.23,0.52,0.4,0.33
wishmaster.csv,0.24,0.08,0.36,0.14,0.41,0.14,0.31,0.31,0.93,0.05,0.36,0.27,0.06,0.55
