,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.58,0.59,0.31,0.97,0.53,0.54,0.58,0.53,0.4,0.51,0.73,0.57,0.48,0.61
autowikibrowser.csv,0.69,0.56,0.25,0.59,0.64,0.73,0.64,0.61,0.45,0.37,0.5,1.0,0.67,0.52
cities3d.csv,0.42,0.19,0.0,0.42,0.2,0.93,0.21,0.29,0.53,0.5,0.0,0.17,0.49,0.31
kmatplot.csv,0.98,0.32,0.15,0.26,0.44,0.17,0.3,0.32,0.17,0.43,0.41,0.24,0.5,0.47
libarchive.csv,0.56,0.43,0.48,0.58,0.48,0.66,0.58,0.51,0.58,0.49,0.66,0.62,0.54,0.98
lphant.csv,0.67,0.62,0.28,0.61,0.64,0.65,0.57,0.58,0.5,0.57,0.88,0.58,0.6,0.63
mob-sen-plat.csv,0.66,0.48,0.98,0.65,0.53,0.58,0.69,0.73,0.61,0.53,0.66,0.7,0.63,0.64
mscore.csv,0.58,0.5,0.52,0.61,0.65,0.67,0.58,0.98,0.54,0.59,0.58,0.45,0.65,0.64
pidgin.csv,0.7,0.67,0.48,0.67,0.57,0.6,0.98,0.58,0.5,0.6,0.64,0.53,0.64,0.55
quickfast.csv,0.63,0.63,0.34,0.56,0.61,0.72,0.53,0.58,0.55,0.55,0.52,0.74,0.98,0.59
raygina.csv,0.6,0.97,0.11,0.41,0.29,0.61,0.49,0.49,0.24,0.28,0.49,0.44,0.36,0.48
riff-evolve.csv,0.79,0.64,0.18,0.61,0.67,0.67,0.13,0.6,0.54,0.96,0.64,0.61,0.6,0.24
upp-mirror.csv,0.53,0.44,0.25,0.24,0.98,0.49,0.49,0.43,0.47,0.23,0.27,0.54,0.44,0.37
wishmaster.csv,0.28,0.1,0.4,0.17,0.46,0.17,0.35,0.35,0.94,0.06,0.41,0.3,0.07,0.54
