,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.34,0.35,0.22,0.0,0.19,0.38,0.59,0.12
bibedt.csv,0.06,0.38,0.33,0.2,0.39,0.22,0.21,0.5
customwars.csv,0.49,0.6,0.41,0.49,0.31,0.16,0.48,0.85
impala.csv,0.17,0.38,0.36,0.56,0.05,0.31,0.28,0.15
massiv.csv,0.0,0.0,0.03,0.0,0.05,0.0,0.05,0.04
playerstage.csv,0.22,0.44,0.37,0.22,0.71,0.38,0.42,0.46
quarkplusplus.csv,0.57,0.1,0.34,0.49,0.44,0.31,0.6,0.46
xinity.csv,0.6,0.62,0.61,0.51,0.18,0.84,0.64,0.42
