,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.53,0.0,0.0,0.15,0.0,0.0,0.12,0.61,0.45,0.41,0.0,0.16,0.39,0.0,0.69,0.04,0.0
dvd-create.csv,0.87,0.45,0.2,0.0,0.3,0.42,0.68,0.25,0.51,0.76,0.43,0.7,0.51,0.59,0.55,0.81,0.58,0.7
echongl.csv,0.2,0.42,0.19,0.41,0.13,0.4,0.0,0.27,0.28,0.88,0.39,0.57,0.31,0.49,0.46,0.73,0.49,0.27
empserver.csv,0.62,0.39,0.22,0.34,0.19,0.68,0.28,0.24,0.55,0.83,0.42,0.67,0.55,0.53,0.31,0.85,0.59,0.45
gdis.csv,0.72,0.52,0.18,0.34,0.3,0.56,0.46,0.27,0.49,0.81,0.38,0.9,0.36,0.57,0.24,0.79,0.66,0.75
gmerlin.csv,0.85,0.0,0.0,0.0,0.38,0.47,0.3,0.29,0.56,0.06,0.43,0.72,0.47,0.29,0.64,0.87,0.11,0.85
growl-for-windows.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.0,0.26,0.0,0.0,0.0,0.79,0.67,0.0,0.58
mpgravity.csv,0.84,0.54,0.24,0.57,0.24,0.65,0.65,0.27,0.51,0.79,0.48,0.77,0.44,0.57,0.79,0.85,0.72,0.79
myfaces.csv,0.58,0.47,0.27,0.49,0.54,0.72,0.47,0.29,0.3,0.78,0.33,0.87,0.41,0.55,0.23,0.63,0.36,0.57
nativeclient.csv,0.67,0.56,0.21,0.42,0.28,0.63,0.56,0.05,0.54,0.7,0.47,0.69,0.46,0.57,0.41,0.79,0.73,0.68
passwordsafe.csv,0.46,0.62,0.27,0.45,0.26,0.49,0.57,0.16,0.56,0.78,0.5,0.66,0.38,0.68,0.59,0.84,0.5,0.45
phonon-vlc-mplayer.csv,0.66,0.71,0.28,0.47,0.3,0.56,0.62,0.14,0.57,0.66,0.6,0.74,0.32,0.63,0.63,0.77,0.62,0.69
ppcboot.csv,0.9,0.43,0.23,0.37,0.24,0.69,0.66,0.29,0.48,0.83,0.54,0.9,0.48,0.54,0.41,0.85,0.73,0.84
rtrt-on-gpu.csv,0.48,0.06,0.21,0.19,0.17,0.56,0.42,0.64,0.0,0.35,0.27,0.6,0.31,0.32,0.72,0.18,0.6,0.42
sandiaportals.csv,0.56,0.69,0.21,0.33,0.24,0.52,0.59,0.21,0.53,0.72,0.46,0.61,0.35,0.61,0.62,0.85,0.59,0.72
tktoolkit.csv,0.54,0.39,0.43,0.33,0.31,0.51,0.61,0.32,0.49,0.74,0.48,0.56,0.56,0.58,0.51,0.78,0.67,0.58
ultimairis.csv,0.86,0.68,0.21,0.29,0.26,0.67,0.66,0.17,0.51,0.77,0.61,0.9,0.21,0.6,0.63,0.75,0.66,0.85
wikipediardware.csv,0.79,0.43,0.22,0.35,0.27,0.67,0.55,0.31,0.44,0.8,0.45,0.88,0.51,0.54,0.5,0.74,0.74,0.83
