,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.32,0.49,0.81,0.01,0.46,0.96,0.75,0.69,0.12
archive-crawler.csv,0.11,0.14,0.24,0.28,0.32,0.16,0.0,0.15,0.0
autowikibrowser.csv,0.25,0.37,0.63,0.36,0.39,0.19,0.44,0.02,0.38
jcae.csv,0.01,0.06,0.0,0.07,0.0,0.01,0.11,0.04,0.0
kmatplot.csv,0.25,0.0,0.15,0.17,0.26,0.04,0.27,0.33,0.12
mscore.csv,0.43,0.57,0.66,0.48,0.01,0.4,0.47,0.26,0.38
quickfast.csv,0.28,0.54,0.76,0.35,0.38,0.3,0.67,0.54,0.03
rhex.csv,0.02,0.09,0.1,0.27,0.05,0.17,0.29,0.2,0.03
riff-evolve.csv,0.47,0.41,0.59,0.45,0.6,0.01,0.38,0.22,0.41
