,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.53,0.49,0.48,0.97,0.55,0.17,0.55,0.49,0.37
archive-crawler.csv,0.29,0.17,0.13,0.31,0.38,0.24,0.97,0.24,0.18
autowikibrowser.csv,0.54,0.62,0.69,0.58,0.58,0.39,0.38,0.98,0.73
jcae.csv,0.0,0.12,1.0,0.23,0.07,0.12,0.0,0.21,0.02
kmatplot.csv,0.29,0.92,0.26,0.28,0.29,0.13,0.34,0.44,0.5
mscore.csv,0.51,0.66,0.72,0.6,0.99,0.54,0.45,0.58,0.68
quickfast.csv,0.37,0.45,0.54,0.52,0.52,0.45,0.66,0.67,0.98
rhex.csv,0.93,0.46,0.38,0.36,0.19,0.13,0.3,0.13,0.23
riff-evolve.csv,0.44,0.77,0.66,0.59,0.55,0.98,0.64,0.6,0.63
