,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.54,0.57,0.51,0.67,0.48,0.48,0.59
flexpay.csv,0.36,0.5,0.54,0.14,0.16,0.58,0.43
modellus.csv,0.28,0.54,0.57,0.38,0.48,0.77,0.75
open-data-kit.csv,0.43,0.75,0.74,0.95,0.35,0.91,0.72
phet.csv,0.68,0.54,0.11,0.33,0.35,0.26,0.54
qtractor.csv,0.25,0.75,0.51,0.57,0.55,0.78,0.58
sumatrapdf.csv,0.94,0.89,0.99,0.9,0.74,0.91,0.95
