,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.0,0.25,0.33,0.43,0.21,0.22,0.42,0.26
aime.csv,0.0,1.0,0.25,0.24,0.0,0.29,0.62,0.37
badtrinitycore.csv,0.17,0.05,0.02,0.0,0.18,0.23,0.31,0.58
electric-core.csv,0.75,0.5,0.0,0.69,0.74,0.55,0.42,0.53
geochat.csv,0.79,0.3,0.17,0.16,0.56,0.28,0.8,0.0
mumble.csv,0.29,0.05,0.29,0.16,0.09,0.0,0.19,0.12
olsrd.csv,0.71,0.0,0.73,0.8,0.49,0.54,0.73,0.56
t-2.csv,0.38,0.9,0.64,0.43,0.93,0.88,0.0,0.74
