,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.0,2.0,51.0,34.0,0.0,11.0,5.0,6.0
aime.csv,0.0,0.0,17.0,33.0,0.0,6.0,98.0,3.0
badtrinitycore.csv,2.0,1.0,8.0,0.0,4.0,9.0,83.0,13.0
electric-core.csv,6.0,0.0,0.0,71.0,10.0,19.0,33.0,13.0
geochat.csv,9.0,2.0,1.0,18.0,1.0,4.0,87.0,0.0
mumble.csv,0.0,1.0,39.0,7.0,1.0,0.0,26.0,2.0
olsrd.csv,6.0,0.0,1.0,72.0,0.0,9.0,23.0,8.0
t-2.csv,8.0,0.0,7.0,9.0,12.0,25.0,0.0,16.0
