,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,1.0,0.48,0.38,0.22,0.35,0.47,0.22,0.14
aime.csv,0.38,0.87,0.46,0.31,0.96,0.51,0.15,0.31
badtrinitycore.csv,0.29,0.06,0.25,0.98,0.27,0.22,0.07,0.26
electric-core.csv,0.62,0.59,0.97,0.19,0.27,0.31,0.17,0.33
geochat.csv,0.5,0.28,0.42,0.25,0.24,0.49,0.2,0.91
mumble.csv,0.71,0.5,0.34,0.25,0.26,1.0,0.19,0.17
olsrd.csv,0.72,0.99,0.37,0.22,0.41,0.52,0.23,0.35
t-2.csv,0.37,0.7,0.31,0.16,0.29,0.33,0.98,0.39
