,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.45,0.74,0.4,0.52,0.61,0.42,0.64,0.48,0.39
ctrlr.csv,0.56,0.93,0.83,0.98,0.69,0.57,0.53,0.78,0.53
customsagetv.csv,0.46,0.59,0.47,0.53,0.77,0.48,0.83,0.88,0.36
glas.csv,0.47,0.4,0.38,0.47,0.54,0.37,0.5,0.58,0.35
octave.csv,0.56,0.93,0.44,0.48,0.8,0.98,0.88,0.76,0.63
tango-cs.csv,0.49,0.46,0.53,0.37,0.79,0.48,0.44,0.43,0.42
xcf.csv,0.42,0.37,0.41,0.43,0.7,0.43,0.43,0.44,0.35
xfce.csv,0.47,0.39,0.5,0.37,0.54,0.39,0.47,0.42,0.32
zildo.csv,0.65,0.42,0.43,0.36,0.68,0.4,0.83,0.67,0.36
