,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.56,0.5,0.86,0.35,0.51,0.65,0.27,0.33,0.61
ctrlr.csv,0.56,0.48,0.11,0.33,0.37,0.58,0.84,0.4,0.51
customsagetv.csv,0.26,0.25,0.11,0.2,0.19,0.14,0.04,0.07,0.67
glas.csv,0.36,0.59,0.73,0.25,0.42,0.39,0.31,0.2,0.68
octave.csv,0.24,0.14,0.41,0.58,0.08,0.12,0.2,0.3,0.42
tango-cs.csv,0.31,0.52,0.66,0.36,0.2,0.19,0.56,0.47,0.35
xcf.csv,0.54,0.66,0.45,0.67,0.36,0.49,0.73,0.27,0.77
xfce.csv,0.48,0.64,0.68,0.49,0.37,0.43,0.95,0.5,0.74
zildo.csv,0.26,0.23,0.25,0.47,0.53,0.38,0.05,0.23,0.61
