,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.34,0.28,0.14,0.95,0.3,0.17,0.68
firebird.csv,0.69,0.98,0.71,0.59,0.58,0.43,0.73
kmatplot.csv,0.97,0.51,0.4,0.16,0.3,0.19,0.41
mscore.csv,0.66,0.58,0.43,0.68,0.95,0.6,0.66
openmalaria.csv,0.79,0.62,0.57,0.73,0.68,1.0,0.52
popeye-chess.csv,0.76,0.58,0.97,0.68,0.49,0.64,0.47
riff-evolve.csv,0.69,0.69,0.8,0.57,0.58,0.52,0.98
