,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.33,0.42,0.25,0.97,0.43,0.23,0.55
firebird.csv,0.31,0.98,0.57,0.2,0.65,0.45,0.64
kmatplot.csv,0.95,0.52,0.41,0.09,0.4,0.26,0.45
mscore.csv,0.35,0.6,0.54,0.27,0.98,0.62,0.62
openmalaria.csv,0.38,0.59,0.68,0.16,0.71,1.0,0.54
popeye-chess.csv,0.34,0.59,0.99,0.21,0.61,0.68,0.51
riff-evolve.csv,0.31,0.63,0.62,0.25,0.6,0.46,0.99
