,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.6,0.46,0.07,0.34,0.0,0.0,0.49,0.77,0.09,0.24,0.0
haphazard.csv,0.38,0.45,0.47,0.33,0.46,0.43,0.49,0.45,0.57,0.62,0.35
jicarilla.csv,0.09,0.0,0.9,0.0,0.0,0.0,0.1,0.43,0.0,0.0,0.02
jruby.csv,0.33,0.28,0.21,0.14,0.17,0.35,0.04,0.38,0.47,0.17,0.62
optalgtoolkit.csv,0.35,0.45,0.41,0.22,0.33,0.7,0.42,0.38,0.34,0.6,0.14
ossim.csv,0.2,0.31,0.34,0.89,0.0,0.41,0.46,0.35,0.34,0.11,0.25
projectts.csv,0.7,0.58,0.04,0.55,0.39,0.28,0.66,0.06,0.5,0.17,0.0
qedo.csv,0.16,0.06,0.53,0.14,0.0,0.65,0.26,0.57,0.36,0.77,0.07
sabbu.csv,0.74,0.57,0.11,0.6,0.71,0.13,0.5,0.11,0.52,0.2,0.55
vxl.csv,0.61,0.49,0.21,0.63,0.31,0.29,0.36,0.54,0.57,0.66,0.51
zact.csv,0.47,0.04,0.63,0.65,0.72,0.13,0.47,0.44,0.35,0.6,0.28
