,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.36,0.3,0.04,0.37,0.48,0.38,0.5,0.22,0.21,0.39,0.27,0.39,0.58,0.09,0.0,0.55,0.2,0.33,0.25
bulmages.csv,0.46,0.46,0.04,0.24,0.12,0.2,0.34,0.16,0.04,0.39,0.56,0.39,0.0,0.05,0.0,0.43,0.39,0.38,0.0
forester-atv.csv,0.16,0.85,0.66,0.13,0.64,0.14,0.06,0.36,0.33,0.26,0.22,0.08,0.1,0.17,0.11,0.0,0.0,0.15,0.0
google-collections.csv,0.66,0.9,0.66,0.63,0.56,0.5,0.21,0.77,0.22,0.34,0.9,0.34,0.86,0.64,0.15,0.6,0.45,0.4,0.11
hannosset.csv,0.25,0.61,0.09,0.2,0.26,0.34,0.0,0.65,0.02,0.12,0.39,0.19,0.42,0.21,0.4,0.32,0.27,0.06,0.06
jbpm.csv,0.06,0.0,0.0,0.27,0.26,0.11,0.25,0.05,0.54,0.0,0.04,0.0,0.22,0.0,0.0,0.0,0.0,0.18,0.2
mevenide.csv,0.38,0.37,0.02,0.32,0.47,0.31,0.38,0.05,0.43,0.48,0.39,0.14,0.14,0.19,0.0,0.1,0.08,0.65,0.2
nassp.csv,0.48,0.68,0.02,0.37,0.34,0.47,0.29,0.43,0.07,0.65,0.27,0.23,0.48,0.09,0.17,0.2,0.18,0.12,0.0
open-media-library.csv,0.58,0.26,0.66,0.71,0.63,0.49,0.29,0.61,0.28,0.42,0.79,0.48,0.74,0.66,0.12,0.58,0.31,0.44,0.15
opendvr.csv,0.25,0.3,0.69,0.57,0.67,0.49,0.17,0.27,0.36,0.0,0.5,0.19,0.82,0.33,0.18,0.48,0.53,0.13,0.14
openefm.csv,0.59,0.16,0.53,0.48,0.24,0.61,0.03,0.7,0.16,0.33,0.74,0.35,0.3,0.59,0.09,0.19,0.3,0.42,0.0
oppna-program-hsatools.csv,0.6,0.72,0.65,0.56,0.48,0.44,0.2,0.32,0.3,0.38,0.89,0.39,0.26,0.63,0.29,0.52,0.38,0.4,0.04
paintown.csv,0.72,0.96,0.65,0.54,0.53,0.46,0.31,0.61,0.22,0.36,0.91,0.35,0.83,0.63,0.17,0.48,0.23,0.4,0.04
projectfactory.csv,0.5,0.4,0.62,0.51,0.51,0.57,0.32,0.53,0.26,0.42,0.59,0.32,0.7,0.6,0.08,0.54,0.31,0.37,0.12
smbopensoft.csv,0.51,0.88,0.8,0.58,0.61,0.45,0.15,0.77,0.24,0.44,0.51,0.24,0.86,0.63,0.16,0.46,0.46,0.22,0.16
st-filteredstatistics.csv,0.67,0.53,0.65,0.64,0.41,0.5,0.21,0.68,0.2,0.37,0.76,0.27,0.86,0.64,0.15,0.59,0.47,0.39,0.12
thedata.csv,0.63,0.79,0.65,0.45,0.64,0.38,0.18,0.67,0.11,0.41,0.69,0.4,0.67,0.64,0.15,0.62,0.36,0.26,0.8
trackit.csv,0.36,0.48,0.04,0.37,0.39,0.2,0.21,0.63,0.05,0.0,0.4,0.24,0.8,0.09,0.12,0.43,0.24,0.0,0.16
wxstudio.csv,0.34,0.73,0.09,0.35,0.21,0.27,0.14,0.34,0.15,0.07,0.61,0.23,0.18,0.2,0.18,0.71,0.2,0.08,0.11
