,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,1481.5,198.0,98.5,98.5,98.5,198.0,197.0,198.0,99.0,99.0,293.0,93.5,549.0
bdbbasic.csv,1542.0,87.5,98.5,98.5,90.5,198.0,197.0,198.0,99.0,196.5,95.5,0.0,537.0
foursquared.csv,0.0,0.0,53.5,155.0,0.0,0.0,98.5,83.5,99.0,19.5,194.5,63.5,0.0
impala.csv,971.0,297.0,421.5,98.5,390.0,198.0,197.0,1267.0,296.5,198.0,194.0,188.0,735.0
jicarilla.csv,517.5,212.5,610.5,240.0,93.0,99.0,461.5,0.0,1091.0,295.5,178.5,0.0,597.0
ng4j.csv,830.5,389.5,98.5,98.5,98.5,97.5,99.0,1629.0,99.0,393.5,292.0,95.5,178.0
open-data-kit.csv,1499.5,193.0,98.5,98.5,98.5,288.0,99.0,1957.0,99.0,198.0,293.0,95.5,358.0
pentahoanalysistool.csv,479.0,297.0,98.5,98.5,74.5,521.0,99.0,198.0,653.5,157.5,616.0,93.5,181.0
tradelink.csv,918.0,198.0,98.5,98.5,98.5,433.5,98.5,198.0,99.0,94.5,292.0,93.5,553.0
turbotrader-bos.csv,673.0,195.5,98.5,98.5,96.5,97.5,99.0,1957.0,484.5,253.0,95.5,88.5,460.5
ultimairis.csv,1399.0,198.0,98.5,98.5,98.5,719.0,99.0,1358.5,98.5,196.0,193.0,95.5,637.5
wikipediardware.csv,1137.0,297.0,98.5,98.5,98.5,198.0,99.0,198.0,99.0,196.0,292.0,95.5,629.5
yafdotnet.csv,554.0,98.5,98.5,96.5,77.5,295.0,99.0,1446.0,99.0,92.5,95.5,95.5,531.0
