,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.25,0.75,0.36,0.4,0.41,0.68,0.39,0.11,0.44,0.47,0.25,0.82,0.31
bdbbasic.csv,0.5,1.0,0.33,0.37,0.67,0.66,0.35,0.12,0.36,0.4,0.53,0.0,0.24
foursquared.csv,0.0,0.0,0.0,0.69,0.0,0.0,0.56,0.29,0.56,0.71,0.36,1.0,0.0
impala.csv,0.57,0.66,0.26,0.29,0.22,0.56,0.35,0.24,0.32,0.27,0.19,0.73,0.25
jicarilla.csv,0.77,0.4,0.21,0.0,0.0,0.25,0.2,0.0,0.14,0.18,0.0,0.0,0.08
ng4j.csv,0.14,0.73,0.41,0.46,0.6,0.75,0.49,0.12,0.38,0.31,0.23,0.81,0.55
open-data-kit.csv,0.38,0.79,0.33,0.34,0.28,0.88,0.46,0.08,0.36,0.31,0.24,0.8,0.3
pentahoanalysistool.csv,0.4,0.72,0.61,0.64,0.69,0.75,0.43,0.11,0.37,0.67,0.14,0.65,0.55
tradelink.csv,0.14,0.72,0.34,0.55,0.47,0.68,0.43,0.12,0.43,0.8,0.37,0.71,0.25
turbotrader-bos.csv,0.0,0.74,0.4,0.65,0.58,0.8,0.62,0.1,0.6,0.53,0.24,0.78,0.42
ultimairis.csv,0.37,0.7,0.38,0.41,0.43,0.73,0.46,0.11,0.42,0.58,0.24,0.73,0.37
wikipediardware.csv,0.42,0.68,0.4,0.37,0.35,0.69,0.44,0.12,0.36,0.28,0.18,0.88,0.27
yafdotnet.csv,0.11,0.76,0.42,0.38,0.6,0.68,0.68,0.09,0.41,0.44,0.32,1.0,0.36
