,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.58,0.58,0.39,0.62
hibernate.csv,0.8,0.49,0.48,0.6
lamp.csv,0.55,0.72,0.41,0.44
thout.csv,0.41,0.52,0.4,0.45
