,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.64,0.68,0.61,0.45
hibernate.csv,0.21,0.84,0.59,0.52
lamp.csv,0.64,0.39,0.64,0.6
thout.csv,0.93,0.68,0.8,0.7
