,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,47.0,0.0,21.0,11.0,36.0,49.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0
continuum-ide.csv,72.0,1.0,5.0,91.0,5.0,2.0,3.0,1.0,161.0,72.0,1.0,13.0,0.0,1.0
free-evolution.csv,15.0,2.0,4.0,3.0,46.0,5.0,7.0,14.0,0.0,1.0,3.0,2.0,0.0,0.0
gtad.csv,4.0,0.0,1.0,0.0,21.0,1.0,0.0,1.0,0.0,4.0,1.0,42.0,0.0,2.0
jaxen.csv,50.0,0.0,27.0,2.0,61.0,4.0,9.0,14.0,0.0,6.0,14.0,0.0,0.0,1.0
jruby.csv,12.0,0.0,25.0,91.0,61.0,0.0,1.0,2.0,161.0,0.0,4.0,1.0,0.0,1.0
jsr308-langtools.csv,32.0,2.0,26.0,6.0,61.0,64.0,0.0,6.0,2.0,8.0,12.0,6.0,0.0,0.0
kaffeine.csv,51.0,0.0,9.0,14.0,31.0,34.0,12.0,3.0,0.0,2.0,2.0,12.0,1.0,0.0
oorexx.csv,3.0,0.0,9.0,3.0,61.0,86.0,2.0,2.0,0.0,4.0,8.0,2.0,0.0,0.0
qedo.csv,72.0,0.0,16.0,91.0,9.0,18.0,7.0,9.0,1.0,11.0,15.0,0.0,1.0,1.0
sarasvati.csv,13.0,0.0,15.0,2.0,17.0,70.0,1.0,1.0,6.0,2.0,3.0,4.0,0.0,1.0
taokgame.csv,13.0,0.0,28.0,2.0,61.0,17.0,4.0,4.0,0.0,8.0,0.0,260.0,0.0,0.0
zabbix.csv,31.0,0.0,16.0,11.0,61.0,22.0,1.0,1.0,0.0,6.0,9.0,56.0,0.0,0.0
