,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,3.0,0.0,1.0,1.0,15.0,4.0,5.0,6.0,0.0,0.0,1.0,35.0,7.0,0.0,4.0,4.0,0.0,0.0
bscwweasel.csv,0.0,0.0,0.0,64.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,70.0,2.0,0.0,0.0
capcode.csv,3.0,199.0,2.0,1.0,7.0,65.0,0.0,3.0,1.0,0.0,2.0,125.0,3.0,1.0,3.0,7.0,0.0,0.0
dspace-gsoc.csv,4.0,1.0,0.0,0.0,5.0,4.0,10.0,2.0,0.0,1.0,0.0,50.0,4.0,3.0,1.0,16.0,1.0,1.0
emite.csv,0.0,3.0,0.0,3.0,24.0,4.0,9.0,2.0,0.0,0.0,0.0,37.0,1.0,3.0,0.0,4.0,0.0,9.0
fbmanager.csv,3.0,1.0,0.0,0.0,15.0,11.0,13.0,0.0,1.0,0.0,0.0,8.0,7.0,1.0,2.0,1.0,0.0,11.0
freenet.csv,4.0,1.0,1.0,1.0,22.0,11.0,0.0,0.0,1.0,1.0,0.0,75.0,12.0,1.0,1.0,7.0,2.0,0.0
geogebra.csv,0.0,0.0,0.0,3.0,47.0,12.0,0.0,2.0,0.0,0.0,0.0,72.0,0.0,0.0,2.0,0.0,0.0,0.0
megameknet.csv,6.0,1.0,2.0,0.0,26.0,8.0,6.0,1.0,1.0,0.0,4.0,42.0,0.0,2.0,1.0,9.0,0.0,7.0
ondex.csv,3.0,1.0,1.0,1.0,28.0,10.0,0.0,2.0,0.0,0.0,1.0,32.0,0.0,0.0,1.0,6.0,0.0,0.0
onotoa.csv,2.0,1.0,1.0,1.0,43.0,13.0,0.0,2.0,1.0,0.0,1.0,79.0,5.0,1.0,2.0,9.0,0.0,35.0
paintown.csv,0.0,1.0,2.0,2.0,27.0,8.0,18.0,4.0,0.0,0.0,1.0,68.0,7.0,1.0,2.0,3.0,1.0,19.0
powerfolder.csv,140.0,199.0,0.0,64.0,0.0,0.0,82.0,0.0,147.0,89.0,54.0,0.0,306.0,195.0,70.0,0.0,56.0,338.0
retromenu.csv,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0
smbopensoft.csv,2.0,0.0,0.0,1.0,5.0,2.0,7.0,1.0,2.0,0.0,0.0,24.0,2.0,2.0,4.0,0.0,0.0,6.0
triplea.csv,15.0,0.0,0.0,2.0,32.0,4.0,0.0,3.0,1.0,0.0,0.0,28.0,12.0,1.0,3.0,1.0,0.0,0.0
tweetsharp.csv,3.0,2.0,0.0,1.0,25.0,0.0,14.0,1.0,2.0,0.0,0.0,34.0,3.0,1.0,1.0,5.0,0.0,0.0
xamj.csv,1.0,3.0,0.0,4.0,14.0,6.0,7.0,3.0,0.0,0.0,0.0,19.0,3.0,0.0,1.0,1.0,0.0,0.0
