,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.56,0.47,0.47,0.5,0.64,0.47,0.49,0.5,0.47,0.67,0.75,0.53,0.6,0.86,0.54,0.63,0.56,0.71
bscwweasel.csv,0.75,0.0,0.83,0.0,0.95,0.83,0.73,0.96,0.5,0.5,0.8,0.89,0.93,0.92,0.0,0.96,0.5,0.92
capcode.csv,0.8,0.0,0.88,0.67,0.94,0.0,0.91,0.96,0.92,0.9,0.67,0.83,0.95,0.96,0.9,0.98,0.83,0.98
dspace-gsoc.csv,0.62,0.36,0.37,0.43,0.56,0.43,0.4,0.36,0.67,0.54,0.39,0.38,0.47,0.31,0.7,0.53,0.37,0.5
emite.csv,0.86,0.36,0.69,0.74,0.57,0.46,0.68,0.49,0.66,0.62,0.53,0.63,0.68,0.42,0.55,0.59,0.46,0.65
fbmanager.csv,0.45,0.67,0.42,0.48,0.66,0.38,0.39,0.31,0.94,0.41,0.43,0.58,0.46,0.35,0.89,0.41,0.42,0.52
freenet.csv,0.53,0.28,0.39,0.46,0.51,0.37,0.39,0.43,0.46,0.39,0.34,0.39,0.5,0.38,0.84,0.43,0.33,0.51
geogebra.csv,0.95,0.67,0.75,0.8,0.59,0.47,0.48,0.49,0.94,0.51,0.83,0.46,0.79,0.96,0.76,0.77,0.83,0.67
megameknet.csv,0.62,0.75,0.39,0.66,0.71,0.43,0.44,0.45,0.86,0.5,0.55,0.53,0.72,0.47,0.92,0.55,0.8,0.67
ondex.csv,0.93,0.6,0.52,0.87,0.83,0.49,0.59,0.41,0.48,0.54,0.69,0.72,0.65,0.97,0.66,0.65,0.44,0.87
onotoa.csv,0.55,0.34,0.61,0.47,0.54,0.42,0.47,0.41,0.47,0.38,0.48,0.42,0.55,0.66,0.38,0.52,0.5,0.56
paintown.csv,0.51,0.88,0.46,0.41,0.5,0.37,0.37,0.38,0.45,0.44,0.5,0.38,0.46,0.43,0.5,0.52,0.4,0.49
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
retromenu.csv,0.85,0.9,0.88,0.83,0.93,0.55,0.5,0.51,0.75,0.72,0.75,0.93,0.63,0.59,0.67,0.59,0.5,0.94
smbopensoft.csv,0.58,0.43,0.31,0.63,0.49,0.32,0.45,0.45,0.54,0.43,0.44,0.54,0.52,0.34,0.58,0.45,0.5,0.48
triplea.csv,0.47,0.77,0.42,0.47,0.5,0.33,0.43,0.36,0.48,0.43,0.36,0.54,0.51,0.43,0.46,0.47,0.5,0.5
tweetsharp.csv,0.49,0.28,0.52,0.38,0.63,0.37,0.48,0.6,0.52,0.39,0.39,0.47,0.58,0.38,0.51,0.55,0.46,0.5
xamj.csv,0.56,0.97,0.46,0.53,0.7,0.59,0.47,0.38,0.6,0.47,0.75,0.53,0.57,0.53,0.75,0.58,0.41,0.66
