,recall,precision,pf,cdom,bellwether
1,0.57,0.58,0.47,6.0,exist.csv
9,0.515,0.57,0.09,1.0,fluent-nhibernate.csv
12,0.415,0.475,0.28,9.0,tradelink.csv
26,0.175,0.685,0.2,3.0,bscwweasel.csv
31,0.3,0.51,0.33,18.0,pixel-commandos.csv
51,0.43,0.275,0.23,17.0,silvertree.csv
23,0.935,0.9299999999999999,0.89,1.0,magicwars.csv
24,0.24,0.6,0.395,2.0,pentahoanalysistool.csv
25,0.96,0.98,0.96,0.0,xmemcached.csv
