,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,2,2,1,mclient-mume.csv
51,3,1,2,6,5,jam-daq.csv
49,4,1,7,17,19,exist.csv
57,5,2,3,4,5,nunit.csv
24,6,1,6,11,10,forester-atv.csv
19,7,2,4,18,18,e-bio-flow.csv
29,8,3,3,6,10,gephex.csv
27,10,1,1,1,0,atunes.csv
18,11,1,3,4,3,fluent-nhibernate.csv
56,13,1,2,2,2,amanda.csv
58,14,1,11,20,18,jaxlib.csv
50,15,2,7,13,15,tradelink.csv
21,16,1,3,6,9,cortex-vfx.csv
26,17,1,2,2,2,clamav.csv
16,18,1,1,2,2,qpe.csv
28,19,2,6,10,9,amateur-scrolls.csv
15,20,1,3,7,5,foursquared.csv
30,21,3,9,15,15,vars-redux.csv
59,22,4,2,4,5,wow-qrsk.csv
17,27,1,4,5,6,encog-java.csv
25,28,1,5,13,12,bscwweasel.csv
20,29,2,7,14,14,taverna.csv
39,30,9,12,6,17,paintown.csv
6,32,1,5,10,9,igarden.csv
14,33,1,5,10,9,m-a-d-n-e-s-s.csv
13,34,1,3,4,3,vapor.csv
7,35,2,11,16,19,acdk.csv
34,36,1,13,16,16,pixel-commandos.csv
40,37,4,5,8,10,xtreemfs.csv
33,38,3,5,12,15,guineu.csv
41,39,1,3,8,6,xreal.csv
53,40,1,6,9,8,jcae.csv
47,41,4,3,2,4,aime.csv
22,42,1,4,6,5,genoviz.csv
32,43,1,5,4,7,ogrehg.csv
31,44,2,3,4,5,ossbuild.csv
23,45,1,3,5,4,tolven.csv
46,46,1,7,11,10,fceugc.csv
54,47,1,7,17,17,ktc.csv
48,48,1,7,12,11,qgo.csv
52,49,5,9,11,14,fltk.csv
3,50,1,7,12,12,ftm.csv
42,52,2,4,5,6,olex2.csv
38,53,5,5,13,15,quantlib.csv
37,54,1,2,3,2,graphmak.csv
43,55,2,2,11,9,sarasvati.csv
9,56,1,3,8,7,jicarilla.csv
5,57,9,6,7,16,co-ode-owl-plugins.csv
10,58,1,9,14,12,lockss.csv
1,59,1,6,19,18,opensim4opencog.csv
12,60,1,3,5,4,maidsafe-dht.csv
0,61,4,6,8,16,gisgraphy.csv
36,62,1,3,5,5,mvnforum.csv
44,63,5,6,13,15,gwanted.csv
45,64,1,4,5,5,arsenal-1.csv
35,65,2,5,13,12,panda3d.csv
2,66,1,1,1,1,silvertree.csv
11,67,4,10,8,15,atomsite.csv
4,68,1,3,8,8,continuum-ide.csv
8,69,1,1,2,1,trinitycore.csv
