,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.02,0.88,0.34,1.0,0.19,0.39,0.81,0.91,0.35,0.29,0.42,0.43,0.99,0.02,0.68,0.23,0.72,0.32,0.28,0.11
encog-cs.csv,0.01,0.84,0.28,0.82,0.28,0.41,0.79,0.94,0.52,0.25,0.19,0.56,1.0,0.06,0.7,0.31,0.58,0.3,0.48,0.17
extprosys.csv,0.02,0.87,0.48,0.91,0.28,0.25,0.78,0.9,0.36,0.25,0.36,0.52,0.99,0.04,0.68,0.33,0.51,0.34,0.35,0.19
freewrl.csv,0.01,0.88,0.29,0.89,0.3,0.3,0.79,0.92,0.45,0.27,0.28,0.76,0.99,0.08,0.76,0.37,0.5,0.36,0.45,0.12
fulguro.csv,0.01,0.97,0.24,0.87,0.27,0.24,0.8,0.9,0.26,0.29,0.33,0.52,0.98,0.05,0.51,0.3,0.63,0.2,0.34,0.17
geotools.csv,0.01,0.88,0.29,0.88,0.29,0.28,0.78,0.94,0.42,0.26,0.16,0.75,0.99,0.0,0.7,0.32,0.67,0.44,0.45,0.1
ibatisdb.csv,0.0,0.89,0.22,0.77,0.29,0.31,1.0,0.91,0.5,0.27,0.11,0.0,1.0,0.08,0.68,0.57,0.0,0.26,0.8,0.1
intact.csv,0.0,0.87,0.33,0.92,0.32,0.46,0.77,0.96,0.54,0.0,0.37,0.71,1.0,0.04,0.72,0.31,0.27,0.35,0.38,0.2
japano.csv,0.0,0.88,0.32,0.88,0.29,0.27,0.77,0.99,0.36,0.23,0.35,0.52,1.0,0.05,0.67,0.26,0.49,0.28,0.44,0.14
miranda-icq.csv,0.0,0.9,0.37,1.0,0.38,0.37,1.0,0.95,0.47,0.43,0.43,0.67,1.0,0.08,0.73,0.28,0.67,0.39,0.29,0.14
ofbiz.csv,0.0,0.9,0.3,0.86,0.22,0.27,0.75,0.96,0.43,0.25,0.4,0.5,1.0,0.12,0.81,0.2,0.0,0.35,0.39,0.14
opennms.csv,0.02,0.76,0.57,0.93,0.54,0.56,0.81,1.0,0.45,0.32,0.39,0.54,1.0,0.04,0.68,0.27,0.0,0.38,0.0,0.12
papertoolkit.csv,0.0,1.0,0.3,0.86,0.24,0.4,0.67,0.93,0.55,0.12,0.27,0.43,1.0,0.25,0.73,0.29,0.54,0.23,0.38,0.25
rohxel.csv,0.03,1.0,0.34,0.95,0.18,0.33,0.81,0.98,0.4,0.17,0.41,0.6,1.0,0.0,0.54,0.07,0.41,0.23,0.0,0.12
roolo.csv,0.0,0.89,0.29,0.88,0.29,0.28,0.73,0.91,0.34,0.29,0.65,0.51,1.0,0.04,0.67,0.23,0.54,0.28,0.38,0.11
sevenupdate.csv,0.01,1.0,0.28,0.88,0.24,0.29,0.78,0.93,0.36,0.26,0.35,0.53,0.99,0.06,0.68,0.26,0.55,0.28,0.38,0.13
soar.csv,0.01,0.85,0.28,0.92,0.24,0.29,0.83,0.93,0.3,0.26,0.33,0.23,0.99,0.05,0.63,0.28,0.82,0.29,0.35,0.12
web-cat.csv,0.01,0.96,0.28,0.89,0.24,0.32,0.76,0.9,0.35,0.25,0.32,0.53,0.99,0.07,0.72,0.3,0.55,0.31,0.67,0.12
