,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.61,0.79,0.62,0.17,0.84,0.58,0.63,0.96,0.79,0.69,0.68,0.9,1.02,0.98,0.7,0.77,0.61,0.67,0.89,0.9
encog-cs.csv,0.66,0.88,0.73,1.01,0.71,0.51,0.83,0.72,0.47,0.71,1.02,0.69,0.52,0.61,0.71,0.62,0.7,0.71,0.57,0.68
extprosys.csv,0.62,1.02,0.46,0.59,0.83,0.81,0.74,0.98,0.86,0.96,0.7,0.96,1.18,0.93,0.84,0.63,0.84,0.66,0.76,0.75
freewrl.csv,0.94,0.87,0.96,0.74,0.68,0.71,0.91,0.79,0.56,0.81,0.88,0.35,1.03,0.62,0.57,0.56,0.8,0.58,0.63,0.76
fulguro.csv,0.67,0.42,0.81,0.78,0.7,0.9,0.82,1.06,0.85,0.96,0.76,0.72,1.21,0.88,0.9,0.71,0.6,0.92,0.83,0.62
geotools.csv,0.78,1.0,0.89,0.73,0.67,0.8,0.84,0.66,0.63,0.99,1.05,0.89,1.02,1.0,0.66,0.72,0.87,0.48,0.62,0.85
ibatisdb.csv,1.01,0.73,0.81,0.93,0.74,0.75,0.82,0.82,0.69,0.7,0.97,1.0,0.81,0.7,0.93,0.31,1.0,0.88,0.58,0.92
intact.csv,1.12,0.9,0.63,0.56,0.63,0.49,0.72,0.68,0.57,1.0,0.73,0.82,0.59,0.79,0.69,0.65,0.96,0.6,0.78,0.67
japano.csv,1.27,1.0,0.74,0.93,0.75,0.88,1.0,0.26,0.94,0.77,0.9,1.0,0.31,0.92,0.9,0.78,0.89,0.81,0.64,0.72
miranda-icq.csv,1.04,0.73,0.61,0.65,0.57,0.68,0.9,0.74,0.56,0.46,0.73,0.93,0.33,0.69,0.63,0.78,0.82,0.55,0.85,0.68
ofbiz.csv,1.22,0.71,0.83,0.77,0.79,0.77,0.77,0.62,0.61,0.86,0.74,0.93,0.46,0.41,0.44,0.8,1.01,0.59,0.72,0.64
opennms.csv,0.51,1.17,0.92,0.87,0.38,0.84,0.64,0.9,0.74,0.73,0.67,0.78,0.93,0.77,0.71,0.9,1.0,0.61,1.0,0.91
papertoolkit.csv,1.15,0.8,0.83,0.79,0.85,0.75,0.92,0.82,0.7,0.97,0.82,0.9,0.76,0.15,0.74,0.89,0.73,0.85,0.76,0.91
rohxel.csv,0.32,0.67,0.62,0.61,0.91,0.93,0.64,0.63,0.65,0.95,0.7,0.8,0.84,1.07,0.94,0.98,0.96,0.85,1.0,0.72
roolo.csv,1.24,0.73,0.84,0.78,0.87,0.84,0.8,0.8,0.76,0.68,0.33,0.93,0.23,0.85,0.85,0.82,0.89,0.92,0.83,0.82
sevenupdate.csv,1.0,0.22,1.0,1.0,0.96,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.85,0.92,1.0,1.0,0.97,1.0,0.88
soar.csv,0.67,0.94,0.99,0.56,0.87,0.96,0.65,0.89,0.87,1.0,0.91,0.98,1.0,0.9,0.82,0.88,0.45,0.88,1.01,1.0
web-cat.csv,0.82,0.54,0.88,0.8,0.89,0.74,0.93,0.97,0.97,0.73,0.83,1.0,1.01,0.72,0.67,0.79,1.0,0.74,0.3,0.97
