,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,1.0,0.57,0.55,0.83,0.36,0.53,0.56,0.65,0.7,0.79,0.9,0.11,0.81,0.33,0.54,0.53,0.42,0.71,0.42,0.82
encog-cs.csv,1.0,0.43,0.38,0.59,0.64,0.77,0.85,0.74,0.71,0.52,0.35,0.7,0.48,0.67,0.75,0.75,0.71,0.39,0.58,0.36
extprosys.csv,1.0,0.8,0.62,0.83,0.86,0.53,0.36,0.59,0.88,0.92,0.5,0.93,0.38,0.67,0.84,0.89,0.65,0.79,0.37,0.27
freewrl.csv,1.0,0.73,1.0,0.81,0.75,0.67,0.97,0.58,0.64,0.85,0.55,0.81,0.77,1.0,0.79,0.94,0.29,0.75,0.47,0.64
fulguro.csv,1.0,0.61,0.51,0.56,0.5,0.63,0.21,0.66,0.33,0.04,0.6,0.52,0.32,1.0,0.18,0.86,0.71,0.09,0.63,0.45
geotools.csv,1.0,0.92,0.91,0.41,0.61,0.7,0.79,0.64,0.77,1.0,0.25,0.11,0.81,0.0,0.64,1.0,0.13,0.65,0.79,0.55
ibatisdb.csv,0.0,0.35,0.3,0.1,0.32,0.3,0.18,0.26,0.33,0.69,0.05,0.0,0.19,0.33,0.07,0.75,0.0,0.13,0.42,0.09
intact.csv,0.0,0.67,0.55,0.64,0.71,0.6,0.44,0.36,0.47,0.0,0.35,0.19,0.41,0.33,0.86,0.44,0.1,0.68,0.26,0.36
japano.csv,0.0,0.94,0.85,0.93,0.79,0.77,0.95,0.77,0.92,0.48,0.9,0.96,0.69,1.0,0.85,0.75,0.61,0.75,0.74,0.82
miranda-icq.csv,0.0,0.71,0.49,0.35,0.54,0.37,0.1,0.3,0.58,0.65,0.3,0.07,0.67,0.33,0.5,0.25,0.19,0.6,0.21,0.73
ofbiz.csv,0.0,0.76,0.91,0.42,0.36,0.6,0.38,0.42,0.56,0.83,0.3,0.07,0.54,0.67,0.78,0.36,0.0,0.72,0.68,0.55
opennms.csv,1.0,0.39,0.08,0.14,0.68,0.17,0.67,0.1,0.29,0.31,0.45,0.26,0.07,0.33,0.41,0.11,0.0,0.47,0.0,0.09
papertoolkit.csv,0.0,0.2,0.19,0.29,0.18,0.27,0.1,0.21,0.32,0.04,0.3,0.11,0.24,1.0,0.29,0.11,0.42,0.19,0.32,0.09
rohxel.csv,1.0,0.33,0.55,0.41,0.11,0.07,0.67,0.38,0.56,0.06,0.35,0.22,0.16,0.0,0.07,0.06,0.42,0.18,0.0,0.45
roolo.csv,0.0,0.69,0.87,0.69,0.96,0.77,0.28,0.42,0.56,0.73,0.75,0.85,0.77,0.67,0.82,0.67,0.84,0.89,0.79,0.64
sevenupdate.csv,1.0,0.78,1.0,1.0,0.82,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.93,1.0,0.92,1.0,1.0,0.94,1.0,0.91
soar.csv,1.0,0.57,1.0,0.64,0.71,0.93,0.87,0.91,0.61,1.0,0.8,0.11,0.98,1.0,0.59,0.97,0.58,0.89,0.89,1.0
web-cat.csv,1.0,0.49,0.87,0.84,0.75,0.8,0.79,0.6,0.94,0.42,0.65,1.0,0.87,1.0,0.81,1.0,1.0,0.8,0.84,1.0
