,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.0,0.01,0.09,0.1,0.02,0.05,0.0,0.07,0.02,0.09,0.05
etherboot.csv,0.12,0.2,0.32,0.0,0.28,0.05,0.17,0.07,0.25,0.34,0.3
ffigo.csv,0.28,0.38,0.51,0.39,0.47,0.55,0.5,0.3,0.0,0.59,0.41
gebr.csv,0.61,0.79,0.51,0.7,0.96,0.0,0.61,0.57,0.61,0.76,0.81
gpac.csv,0.31,0.39,0.43,0.13,0.04,0.0,0.28,0.43,0.32,0.47,0.57
libtorrent.csv,0.93,0.76,0.48,0.67,0.96,0.26,0.0,0.74,0.8,0.81,0.64
miranda.csv,0.19,0.14,0.06,0.48,0.51,0.13,0.0,0.07,0.11,0.38,0.01
modellus.csv,0.45,0.3,0.32,0.25,0.17,0.68,0.22,0.0,0.05,0.56,0.34
mplayer-ce.csv,0.76,0.75,0.64,0.8,0.66,1.0,0.78,0.81,0.75,0.0,0.76
nicepress.csv,0.16,0.3,0.0,0.13,0.28,0.03,0.06,0.1,0.05,0.55,0.31
vapor.csv,0.0,0.0,0.28,0.21,0.19,0.11,0.22,0.62,0.07,0.35,0.23
