,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,uwom.csv,geochat.csv
adaptagrams.csv,0.0,3.0,2.0,8.0,2.0,4.0,8.0
aime.csv,7.0,0.0,30.0,405.0,1.0,0.0,0.0
badtrinitycore.csv,49.0,87.0,1.0,1.0,6.0,11.0,3.0
electric-core.csv,2.0,3.0,18.0,18.0,20.0,2.0,5.0
geochat.csv,5.0,0.0,12.0,87.0,1.0,20.0,0.0
olsrd.csv,4.0,1.0,0.0,27.0,2.0,2.0,0.0
uwom.csv,3.0,87.0,6.0,3.0,18.0,4.0,17.0
