,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.33,0.44,0.39,0.44,0.65,0.72,0.57,0.39,0.56,0.34,0.7,0.67,0.49,0.38,0.48,0.29,0.47,0.4,0.26,0.49
cornerstone.csv,0.6,0.73,0.94,0.75,0.82,0.83,1.0,0.8,0.99,1.0,0.47,0.49,0.82,0.61,0.92,0.43,0.69,0.55,0.5,0.83
emeraldemu.csv,0.33,0.53,0.54,0.66,0.84,0.81,0.62,0.37,0.67,0.39,0.71,0.96,0.78,0.98,0.5,0.85,0.48,0.86,0.52,0.56
grafx2.csv,0.41,0.5,0.54,0.38,0.65,0.72,0.63,0.43,0.62,0.39,0.68,0.51,0.56,0.34,0.58,0.35,0.6,0.36,0.54,0.51
jahshakafx.csv,0.31,0.47,0.57,0.46,0.69,0.76,0.58,0.5,0.56,0.49,0.6,0.85,0.49,0.57,0.43,0.37,0.5,0.5,0.29,0.58
kindb.csv,0.38,0.49,0.6,0.49,0.6,0.66,0.48,0.53,0.63,0.48,0.8,0.78,0.5,0.7,0.44,0.19,0.51,0.71,0.4,0.53
maya-work-in-progress.csv,0.67,0.52,0.44,0.68,0.74,0.64,0.68,0.69,0.72,0.23,0.81,0.73,0.77,0.84,0.79,0.69,0.67,0.84,0.83,0.54
netatalk.csv,0.56,0.77,0.59,0.96,0.71,0.6,0.75,0.63,0.67,0.67,0.89,0.55,0.51,0.35,0.48,0.46,0.69,0.34,0.58,0.55
novembre.csv,0.42,0.47,0.62,0.74,0.84,0.71,0.4,0.57,0.59,0.61,0.64,0.48,0.89,0.57,0.57,0.3,0.41,0.5,0.2,0.61
ns-3.csv,0.53,0.46,0.66,0.42,0.53,0.55,0.88,0.72,0.65,0.6,0.58,0.97,0.73,0.98,0.8,1.01,0.74,1.0,0.96,0.64
nullc.csv,0.52,0.92,1.0,0.95,0.32,0.66,0.57,0.56,0.71,0.78,0.73,0.66,0.64,0.44,0.48,0.54,0.73,0.77,0.46,0.62
open-beos.csv,0.38,0.46,0.42,0.54,0.59,0.65,0.58,0.57,0.46,0.54,0.69,0.85,0.63,0.61,0.37,0.94,0.52,0.71,0.45,0.55
pixel-commandos.csv,0.96,0.72,0.81,0.69,0.82,0.86,0.74,0.84,0.88,0.94,0.95,1.0,0.87,0.71,0.6,0.8,0.73,0.73,0.07,0.75
planeshift.csv,0.95,0.93,0.85,0.99,0.83,0.62,0.84,0.62,0.77,0.58,0.64,0.73,0.44,0.42,0.46,0.51,0.86,0.79,0.71,0.76
plee-the-bear.csv,0.37,0.61,0.32,0.96,0.73,0.66,0.7,0.81,0.67,0.37,0.65,0.5,0.65,0.77,0.64,0.56,0.58,0.7,0.78,0.62
reaper-ecad.csv,0.48,0.71,0.53,0.36,0.7,0.97,0.87,0.6,0.82,0.97,0.74,1.0,0.68,0.98,0.63,0.79,0.56,0.86,0.75,0.78
sbml.csv,0.5,0.46,0.6,0.63,0.65,0.58,0.82,0.74,0.52,0.8,0.69,0.65,0.7,0.39,0.35,0.46,0.45,0.62,0.64,0.5
unimrcp.csv,0.62,0.54,0.48,0.49,0.59,0.64,0.7,0.45,0.58,0.42,0.97,0.37,0.55,0.61,0.52,0.39,0.61,0.59,0.58,0.5
unladen-swallow.csv,0.81,0.61,0.54,0.96,0.81,0.67,0.68,0.66,0.65,0.63,0.77,0.46,0.65,0.6,0.84,0.59,0.56,0.45,0.61,0.84
xmoto.csv,0.5,0.51,0.47,0.92,0.51,0.66,0.54,0.52,0.62,0.6,0.63,0.7,0.57,0.44,0.65,0.69,0.5,0.98,0.52,0.35
