,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.72,0.7,0.82,0.67,0.38,0.32,0.47,0.72,0.53,0.69,0.55,0.33,0.73,0.65,0.63,0.74,0.66,0.64,1.0,0.67
cornerstone.csv,0.42,0.27,0.06,0.25,0.18,0.18,0.0,0.21,0.01,0.0,0.69,0.56,0.18,0.4,0.08,0.59,0.32,0.57,0.5,0.17
emeraldemu.csv,0.81,0.52,0.76,1.0,0.16,0.2,0.4,0.7,0.33,0.69,0.61,0.04,0.22,0.02,0.5,0.15,0.53,0.14,0.5,0.44
grafx2.csv,0.88,0.78,0.61,0.83,0.38,0.35,0.53,0.67,0.46,0.66,0.67,0.81,0.58,0.7,0.78,0.71,0.73,0.79,0.5,0.64
jahshakafx.csv,0.83,0.63,0.88,0.71,0.32,0.24,0.47,0.84,0.49,0.53,0.69,0.15,0.53,0.44,0.64,0.65,0.65,0.79,1.0,0.44
kindb.csv,0.87,0.65,0.94,0.71,0.46,0.41,0.93,0.77,0.68,0.53,0.84,0.22,0.79,0.3,0.62,0.85,0.72,0.29,1.0,0.67
maya-work-in-progress.csv,0.93,0.61,0.79,0.33,0.86,0.64,0.73,0.74,0.83,0.88,0.98,1.0,0.8,0.98,0.74,0.97,0.84,1.0,0.75,0.75
netatalk.csv,0.92,0.92,0.82,1.0,0.46,0.52,0.73,0.84,0.76,0.91,0.82,0.48,0.65,0.72,0.75,0.74,0.88,0.71,0.75,0.64
novembre.csv,0.6,0.62,0.42,0.29,0.16,0.31,0.67,0.5,0.62,0.41,0.43,0.7,0.11,0.44,0.57,0.76,0.62,0.79,1.0,0.42
ns-3.csv,0.73,0.68,0.52,0.67,0.5,0.7,1.0,0.62,0.56,0.59,0.51,1.0,0.88,0.86,0.59,0.88,0.91,1.0,0.75,0.81
nullc.csv,0.68,0.93,1.0,1.0,0.68,0.45,0.73,0.61,0.63,0.22,0.69,0.37,0.69,0.77,0.66,0.68,0.86,0.36,0.75,0.5
open-beos.csv,0.91,0.81,0.7,0.79,0.44,0.41,0.67,0.81,0.61,0.47,0.37,0.96,0.61,0.91,0.72,1.0,0.75,1.0,1.0,0.56
pixel-commandos.csv,0.04,0.61,0.24,0.54,0.18,0.14,0.27,0.16,0.12,0.06,0.06,0.0,0.13,0.33,0.43,0.21,0.28,0.29,1.0,0.25
planeshift.csv,0.96,0.97,0.85,1.0,0.84,0.68,0.87,0.84,0.76,0.78,0.67,0.93,0.66,0.7,0.78,0.74,0.91,1.0,0.75,0.78
plee-the-bear.csv,0.8,0.42,0.79,0.04,0.52,0.59,0.6,0.65,0.69,0.69,0.73,0.81,0.64,0.65,0.49,0.65,0.57,0.64,0.75,0.56
reaper-ecad.csv,0.53,0.29,0.48,0.71,0.3,0.03,0.13,0.41,0.18,0.03,0.27,0.0,0.33,0.02,0.37,0.21,0.45,0.14,0.25,0.22
sbml.csv,0.87,0.79,0.79,1.0,0.38,0.58,0.8,0.9,0.65,0.84,0.92,0.96,0.83,0.65,0.72,0.85,0.73,0.71,1.0,0.56
unimrcp.csv,0.87,0.69,0.67,0.88,0.44,0.42,0.8,0.66,0.49,0.66,0.86,0.74,0.56,0.4,0.5,0.62,0.77,0.43,0.5,0.56
unladen-swallow.csv,0.19,0.42,0.48,0.04,0.2,0.34,0.53,0.42,0.39,0.38,0.24,0.67,0.43,0.42,0.17,0.47,0.49,0.71,0.5,0.17
xmoto.csv,0.69,0.69,0.7,0.08,0.52,0.63,0.8,0.61,0.54,0.47,0.57,0.41,0.5,0.63,0.83,0.91,0.69,0.93,0.75,0.75
